kingdom,aa,n,expected_frequency
Viruses,O,10,0.0
Viruses,O,11,0.0
Viruses,O,12,0.0
Viruses,O,13,0.0
Viruses,O,14,0.0
Viruses,O,15,0.0
Viruses,O,16,0.0
Viruses,O,17,0.0
Viruses,O,18,0.0
Viruses,O,19,0.0
Viruses,O,20,0.0
Viruses,O,21,0.0
Viruses,O,22,0.0
Viruses,O,23,0.0
Viruses,O,24,0.0
Viruses,O,25,0.0
Viruses,O,26,0.0
Viruses,O,27,0.0
Viruses,O,28,0.0
Viruses,O,29,0.0
Viruses,O,30,0.0
Viruses,O,31,0.0
Viruses,O,32,0.0
Viruses,O,33,0.0
Viruses,O,34,0.0
Viruses,O,35,0.0
Viruses,O,36,0.0
Viruses,O,37,0.0
Viruses,O,38,0.0
Viruses,O,39,0.0
Viruses,O,40,0.0
Viruses,O,41,0.0
Viruses,O,42,0.0
Viruses,O,43,0.0
Viruses,O,44,0.0
Viruses,O,45,0.0
Viruses,O,46,0.0
Viruses,O,47,0.0
Viruses,O,48,0.0
Viruses,O,49,0.0
Viruses,O,50,0.0
Viruses,X,1,3.322609344875384e-05
Viruses,X,2,1.1040466558369591e-09
Viruses,X,3,3.668559531817271e-14
Viruses,X,4,1.2190000275201072e-18
Viruses,X,5,4.050530062838945e-23
Viruses,X,6,1.3459223477902209e-27
Viruses,X,7,4.4722713772712685e-32
Viruses,X,8,1.4860598239414397e-36
Viruses,X,9,4.937924410303315e-41
Viruses,X,10,1.6407884184096075e-45
Viruses,X,11,5.452061251423109e-50
Viruses,X,12,1.8116273588816107e-54
Viruses,X,13,6.019730036216461e-59
Viruses,X,14,2.0002540550777103e-63
Viruses,X,15,6.646504512301276e-68
Viruses,X,16,2.2085205686697118e-72
Viruses,X,17,7.338538766068462e-77
Viruses,X,18,2.4384717980475203e-81
Viruses,X,19,8.102627647572793e-86
Viruses,X,20,2.6923655564841436e-90
Viruses,X,21,8.946273486865237e-95
Viruses,X,22,2.972694740839857e-99
Viruses,X,23,9.877759756831878e-104
Viruses,X,24,3.2822118084725202e-108
Viruses,X,25,1.0906232405809878e-112
Viruses,X,26,3.6239558026845526e-117
Viruses,X,27,1.2041789658557896e-121
Viruses,X,28,4.0012821920602725e-126
Viruses,X,29,1.329558116730634e-130
Viruses,X,30,4.4178958166759616e-135
Viruses,X,31,1.467991748641796e-139
Viruses,X,32,4.877887264670325e-144
Viruses,X,33,1.6208390945553504e-148
Viruses,X,34,5.385773036344587e-153
Viruses,X,35,1.7896009108155083e-157
Viruses,X,36,5.946539890149925e-162
Viruses,X,37,1.975934212563089e-166
Viruses,X,38,6.565693805980469e-171
Viruses,X,39,2.1816685434062197e-175
Viruses,X,40,7.249314046525878e-180
Viruses,X,41,2.4088239390896457e-184
Viruses,X,42,8.004112847493595e-189
Viruses,X,43,2.6596307615418375e-193
Viruses,X,44,8.83750132277889e-198
Viruses,X,45,2.936551598043699e-202
Viruses,X,46,9.757662231683213e-207
Viruses,X,47,3.242305440539382e-211
Viruses,X,48,1.0773630322657568e-215
Viruses,X,49,3.579894382497699e-220
Viruses,X,50,1.1895381042438908e-224
Viruses,F,1,0.038062358751355274
Viruses,F,2,0.0015766576459110358
Viruses,F,3,6.530991283668715e-05
Viruses,F,4,2.7053334792100766e-06
Viruses,F,5,1.1206306846613377e-07
Viruses,F,6,4.6419901319197795e-09
Viruses,F,7,1.9228522545188556e-10
Viruses,F,8,7.96503371966268e-12
Viruses,F,9,3.299357088214673e-13
Viruses,F,10,1.366693171515339e-14
Viruses,F,11,5.661255132821573e-16
Viruses,F,12,2.3450625456307037e-17
Viruses,F,13,9.713956029003577e-19
Viruses,F,14,4.023813433429623e-20
Viruses,F,15,1.6667848298577806e-21
Viruses,F,16,6.904325250179674e-23
Viruses,F,17,2.859979663022014e-24
Viruses,F,18,1.1846897961081216e-25
Viruses,F,19,4.9073422834052494e-27
Viruses,F,20,2.0327691152240825e-28
Viruses,F,21,8.420342493292648e-30
Viruses,F,22,3.4879597084263027e-31
Viruses,F,23,1.4448180626021092e-32
Viruses,F,24,5.984871983980429e-34
Viruses,F,25,2.479114401444053e-35
Viruses,F,26,1.0269239228338024e-36
Viruses,F,27,4.2538284746927776e-38
Viruses,F,28,1.7620639942025762e-39
Viruses,F,29,7.299000272664682e-41
Viruses,F,30,3.023465955586303e-42
Viruses,F,31,1.2524107471025096e-43
Viruses,F,32,5.187862878230095e-45
Viruses,F,33,2.1489692024428905e-46
Viruses,F,34,8.901678285343474e-48
Viruses,F,35,3.687343504303262e-49
Viruses,F,36,1.5274088416690998e-50
Viruses,F,37,6.3269878894826956e-52
Viruses,F,38,2.6208291232566415e-53
Viruses,F,39,1.085626432876225e-54
Viruses,F,40,4.496991968309051e-56
Viruses,F,41,1.862789643897864e-57
Viruses,F,42,7.7162362794210354e-59
Viruses,F,43,3.1962976879808093e-60
Viruses,F,44,1.3240028610111478e-61
Viruses,F,45,5.484418996883591e-63
Viruses,F,46,2.2718116870537756e-64
Viruses,F,47,9.410528889872981e-66
Viruses,F,48,3.898124764996762e-67
Viruses,F,49,1.6147207942619861e-68
Viruses,F,50,6.688660319019381e-70
Viruses,Y,1,0.034445971639273654
Viruses,Y,2,0.0012798669492755433
Viruses,Y,3,4.7554454988293866e-05
Viruses,Y,4,1.7669228746892215e-06
Viruses,Y,5,6.565139787362819e-08
Viruses,Y,6,2.439328905920425e-09
Viruses,Y,7,9.063516854146302e-11
Viruses,Y,8,3.3676203961678414e-12
Viruses,Y,9,1.2512656306803824e-13
Viruses,Y,10,4.649175068257731e-15
Viruses,Y,11,1.727437267141758e-16
Viruses,Y,12,6.418427932051283e-18
Viruses,Y,13,2.3848169715071593e-19
Viruses,Y,14,8.860973509086272e-21
Viruses,Y,15,3.292363836169259e-22
Viruses,Y,16,1.2233034686989971e-23
Viruses,Y,17,4.54527947394835e-25
Viruses,Y,18,1.6888340485348228e-26
Viruses,Y,19,6.274994661687838e-28
Viruses,Y,20,2.3315232209092308e-29
Viruses,Y,21,8.66295642102871e-31
Viruses,Y,22,3.218789042271531e-32
Viruses,Y,23,1.1959661800326792e-33
Viruses,Y,24,4.443705645190582e-35
Viruses,Y,25,1.651093500031839e-36
Viruses,Y,26,6.134766709396816e-38
Viruses,Y,27,2.2794204312473942e-39
Viruses,Y,28,8.469364441241997e-41
Viruses,Y,29,3.146858431874309e-42
Viruses,Y,30,1.169239800573069e-43
Viruses,Y,31,4.3444016972504064e-45
Viruses,Y,32,1.6141963434551028e-46
Viruses,Y,33,5.997672445604972e-48
Viruses,Y,34,2.228481987994892e-49
Viruses,Y,35,8.280098681375628e-51
Viruses,Y,36,3.076535262239488e-52
Viruses,Y,37,1.143110678269175e-53
Viruses,Y,38,4.2473169048673004e-55
Viruses,Y,39,1.5781237314383333e-56
Viruses,Y,40,5.863641841452514e-58
Viruses,Y,41,2.178681871382539e-59
Viruses,Y,42,8.095062462947261e-61
Viruses,Y,43,3.007783611722717e-62
Viruses,Y,44,1.1175654661537957e-63
Viruses,Y,45,4.152401676343364e-65
Viruses,Y,46,1.542857237799287e-66
Viruses,Y,47,5.732606433021796e-68
Viruses,Y,48,2.1299946431076119e-69
Viruses,Y,49,7.914161267958567e-71
Viruses,Y,50,2.940568361424333e-72
Viruses,U,1,1.3344695897065775e-07
Viruses,U,2,1.7808095611389773e-14
Viruses,U,3,2.376436838655347e-21
Viruses,U,4,3.1712835394404556e-28
Viruses,U,5,4.231982573210963e-35
Viruses,U,6,5.647453555389528e-42
Viruses,U,7,7.536357040355876e-49
Viruses,U,8,1.0057041971689855e-55
Viruses,U,9,1.3420820255558808e-62
Viruses,U,10,1.790968127994725e-69
Viruses,U,11,2.3899931408174388e-76
Viruses,U,12,3.1893740172528796e-83
Viruses,U,13,4.256123772158046e-90
Viruses,U,14,5.679669259841642e-97
Viruses,U,15,7.579347929732207e-104
Viruses,U,16,1.0114412021508727e-110
Viruses,U,17,1.3497378862835076e-117
Viruses,U,18,1.8011846440454984e-124
Viruses,U,19,2.40362677443868e-131
Viruses,U,20,3.207567691573409e-138
Viruses,U,21,4.2804026837437125e-145
Viruses,U,22,5.712068737671115e-152
Viruses,U,23,7.622584059157473e-159
Viruses,U,24,1.0172109336802429e-165
Viruses,U,25,1.3574374196051823e-172
Viruses,U,26,1.8114594398604866e-179
Viruses,U,27,2.417338180653718e-186
Viruses,U,28,3.2258651510829726e-193
Viruses,U,29,4.304820093544972e-200
Viruses,U,30,5.7446530372068526e-207
Viruses,U,31,7.666066827595093e-214
Viruses,U,32,1.0230135784445596e-220
Viruses,U,33,1.3651808746497142e-227
Viruses,U,34,1.821792847894599e-234
Viruses,U,35,2.4311278031136374e-241
Viruses,U,36,3.2442669878206095e-248
Viruses,U,37,4.329376791620129e-255
Viruses,U,38,5.777423212757916e-262
Viruses,U,39,7.709797641988825e-269
Viruses,U,40,1.0288493241962389e-275
Viruses,U,41,1.3729685019670606e-282
Viruses,U,42,1.8321852024992226e-289
Viruses,U,43,2.4449960880003162e-296
Viruses,U,44,3.2627737972026257e-303
Viruses,U,45,4.35407357253433e-310
Viruses,U,46,5.8103805e-317
Viruses,U,47,1e-323
Viruses,U,48,0.0
Viruses,U,49,0.0
Viruses,U,50,0.0
Viruses,H,1,0.021220366521736308
Viruses,H,2,0.0004709783371706647
Viruses,H,3,1.0453193344084349e-05
Viruses,H,4,2.3200483433108368e-07
Viruses,H,5,5.149263137226371e-09
Viruses,H,6,1.1428602741337759e-10
Viruses,H,7,2.5365369206916684e-12
Viruses,H,8,5.6297516815068205e-14
Viruses,H,9,1.2495029635439509e-15
Viruses,H,10,2.7732265013281027e-17
Viruses,H,11,6.155075619712995e-19
Viruses,H,12,1.3660967059936193e-20
Viruses,H,13,3.0320020832069602e-22
Viruses,H,14,6.729418636497527e-24
Viruses,H,15,1.4935700551149377e-25
Viruses,H,16,3.314924557431132e-27
Viruses,H,17,7.357354804903577e-29
Viruses,H,18,1.6329382098271872e-30
Viruses,H,19,3.624247121175184e-32
Viruses,H,20,8.04388501432439e-34
Viruses,H,21,1.785311099390259e-35
Viruses,H,22,3.9624332221682835e-37
Viruses,H,23,8.794476797632228e-39
Viruses,H,24,1.95190222289144e-40
Viruses,H,25,4.33217617761446e-42
Viruses,H,26,9.6151078746602e-44
Viruses,H,27,2.1340383135632523e-45
Viruses,H,28,4.736420623795481e-47
Viruses,H,29,1.0512313758817733e-48
Viruses,H,30,2.333169904899063e-50
Viruses,H,31,5.1783859671811445e-52
Viruses,H,32,1.1493239805979193e-53
Viruses,H,33,2.5508828827151013e-55
Viruses,H,34,5.661592023811883e-57
Viruses,H,35,1.2565698120163478e-58
Viruses,H,36,2.7889111151596177e-60
Viruses,H,37,6.189887051145926e-62
Viruses,H,38,1.373822976920193e-63
Viruses,H,39,3.0491502612546875e-65
Viruses,H,40,6.767478395616921e-67
Viruses,H,41,1.5020172805880729e-68
Viruses,H,42,3.333672867942017e-70
Viruses,H,43,7.398965999979453e-72
Viruses,H,44,1.6421736636278774e-73
Viruses,H,45,3.644744875865755e-75
Viruses,H,46,8.08937903729524e-77
Viruses,H,47,1.7954083327571132e-78
Viruses,H,48,3.98484366534453e-80
Viruses,H,49,8.84421596331344e-82
Viruses,H,50,1.9629416502834208e-83
Viruses,A,1,0.05686763047194881
Viruses,A,2,0.0036996456627686586
Viruses,A,3,0.0002406883831179593
Viruses,A,4,1.565849896138013e-05
Viruses,A,5,1.018697232277213e-06
Viruses,A,6,6.627353321724701e-08
Viruses,A,7,4.3115668384404935e-09
Viruses,A,8,2.804982275715156e-10
Viruses,A,9,1.8248413771365835e-11
Viruses,A,10,1.1871896947586651e-12
Viruses,A,11,7.723517172504809e-14
Viruses,A,12,5.024699740684915e-15
Viruses,A,13,3.268926179632098e-16
Viruses,A,14,2.1266700339048554e-17
Viruses,A,15,1.3835508006540205e-18
Viruses,A,16,9.000986459924045e-20
Viruses,A,17,5.8557847831418955e-21
Viruses,A,18,3.809606378050871e-22
Viruses,A,19,2.478421132803132e-23
Viruses,A,20,1.6123900219496994e-24
Viruses,A,21,1.0489749092570629e-25
Viruses,A,22,6.824331242885786e-27
Viruses,A,23,4.439715049582202e-28
Viruses,A,24,2.888351842832225e-29
Viruses,A,25,1.8790792370283735e-30
Viruses,A,26,1.2224752977354757e-31
Viruses,A,27,7.953075230274998e-33
Viruses,A,28,5.17404365843475e-34
Viruses,A,29,3.366085068261474e-35
Viruses,A,30,2.189878832642197e-36
Viruses,A,31,1.4246726402940203e-37
Viruses,A,32,9.26851340698796e-39
Viruses,A,33,6.0298301761299105e-40
Viruses,A,34,3.922835341162073e-41
Viruses,A,35,2.552084663145017e-42
Viruses,A,36,1.6603134114547384e-43
Viruses,A,37,1.0801524980990926e-44
Viruses,A,38,7.027163733667862e-46
Viruses,A,39,4.571672076552161e-47
Viruses,A,40,2.9741993167729715e-48
Viruses,A,41,1.9349291523472808e-49
Viruses,A,42,1.2588096579436991e-50
Viruses,A,43,8.189456203138173e-52
Viruses,A,44,5.327826369927479e-53
Viruses,A,45,3.466131709357857e-54
Viruses,A,46,2.2549663206797694e-55
