kingdom,aa,n,expected_frequency
Eukaryota,T,13,1.4391624113225368e-16
Eukaryota,T,14,8.784375149214865e-18
Eukaryota,T,15,5.361816439551927e-19
Eukaryota,T,16,3.272751338951963e-20
Eukaryota,T,17,1.9976255150403746e-21
Eukaryota,T,18,1.2193128304144877e-22
Eukaryota,T,19,7.442454890667235e-24
Eukaryota,T,20,4.542733695403467e-25
Eukaryota,T,21,2.772798724414428e-26
Eukaryota,T,22,1.692463895449946e-27
Eukaryota,T,23,1.0330479497773609e-28
Eukaryota,T,24,6.3055292902156336e-30
Eukaryota,T,25,3.8487758131978437e-31
Eukaryota,T,26,2.34921995894022e-32
Eukaryota,T,27,1.4339194287592549e-33
Eukaryota,T,28,8.752372975329337e-35
Eukaryota,T,29,5.342282917915369e-36
Eukaryota,T,30,3.2608284468106138e-37
Eukaryota,T,31,1.9903480071921124e-38
Eukaryota,T,32,1.2148707772738875e-39
Eukaryota,T,33,7.415341438486448e-41
Eukaryota,T,34,4.526184157028054e-42
Eukaryota,T,35,2.7626971992153124e-43
Eukaryota,T,36,1.686298115533089e-44
Eukaryota,T,37,1.02928447433838e-45
Eukaryota,T,38,6.282557747976364e-47
Eukaryota,T,39,3.834754418308831e-48
Eukaryota,T,40,2.340661564706786e-49
Eukaryota,T,41,1.4286955467963934e-50
Eukaryota,T,42,8.720487387896005e-52
Eukaryota,T,43,5.322820558444065e-53
Eukaryota,T,44,3.248948990708942e-54
Eukaryota,T,45,1.983097011880901e-55
Eukaryota,T,46,1.2104449068844335e-56
Eukaryota,T,47,7.38832676275778e-58
Eukaryota,T,48,4.5096949099307145e-59
Eukaryota,T,49,2.752632474671956e-60
Eukaryota,T,50,1.6801547980404438e-61
Eukaryota,U,1,5.133894410543232e-06
Eukaryota,U,2,2.635714245026375e-11
Eukaryota,U,3,1.3531617571191681e-16
Eukaryota,U,4,6.947060912938654e-22
Eukaryota,U,5,3.566584340280747e-27
Eukaryota,U,6,1.8310655420689242e-32
Eukaryota,U,7,9.400593675819941e-38
Eukaryota,U,8,4.826215087746949e-43
Eukaryota,U,9,2.477753307549981e-48
Eukaryota,U,10,1.2720654470335465e-53
Eukaryota,U,11,6.530716744907485e-59
Eukaryota,U,12,3.352835445823587e-64
Eukaryota,U,13,1.7213279898468942e-69
Eukaryota,U,14,8.837206885059426e-75
Eukaryota,U,15,4.536975288264969e-80
Eukaryota,U,16,2.3292591238446013e-85
Eukaryota,U,17,1.195829318278725e-90
Eukaryota,U,18,6.139324490847695e-96
Eukaryota,U,19,3.151896732066673e-101
Eukaryota,U,20,1.6181671166628393e-106
Eukaryota,U,21,8.307584416739509e-112
Eukaryota,U,22,4.2650699133959276e-117
Eukaryota,U,23,2.1896643420801404e-122
Eukaryota,U,24,1.1241620954249919e-127
Eukaryota,U,25,5.771388758104259e-133
Eukaryota,U,26,2.963000472327767e-138
Eukaryota,U,27,1.5211887756974368e-143
Eukaryota,U,28,7.809702741930211e-149
Eukaryota,U,29,4.0094600940865343e-154
Eukaryota,U,30,2.058435612377634e-159
Eukaryota,U,31,1.0567899594645615e-164
Eukaryota,U,32,5.425503774369329e-170
Eukaryota,U,33,2.7854249505370085e-175
Eukaryota,U,34,1.4300224417364763e-180
Eukaryota,U,35,7.341659603773207e-186
Eukaryota,U,36,3.769169221723866e-191
Eukaryota,U,37,1.9350715490390028e-196
Eukaryota,U,38,9.934555016311051e-202
Eukaryota,U,39,5.100348016646997e-207
Eukaryota,U,40,2.618491703775821e-212
Eukaryota,U,41,1.3443197955049172e-217
Eukaryota,U,42,6.9016667495277405e-223
Eukaryota,U,43,3.54327921680616e-228
Eukaryota,U,44,1.819100814902366e-233
Eukaryota,U,45,9.33916739917898e-239
Eukaryota,U,46,4.7946791621094796e-244
Eukaryota,U,47,2.4615629300731727e-249
Eukaryota,U,48,1.263753392843195e-254
Eukaryota,U,49,6.488043098192141e-260
Eukaryota,U,50,3.330927021235838e-265
Eukaryota,E,1,0.07102590748897471
Eukaryota,E,2,0.006022808278227279
Eukaryota,E,3,0.0005107181426990407
Eukaryota,E,4,4.330754180319514e-05
Eukaryota,E,5,3.6723645005513873e-06
Eukaryota,E,6,3.1140675419067663e-07
Eukaryota,E,7,2.64064655186086e-08
Eukaryota,E,8,2.2391981284982085e-09
Eukaryota,E,9,1.8987805297670435e-10
Eukaryota,E,10,1.6101154490694718e-11
Eukaryota,E,11,1.3653351288841428e-12
Eukaryota,E,12,1.157767919836068e-13
Eukaryota,E,13,9.81756440484349e-15
Eukaryota,E,14,8.325033816526659e-16
Eukaryota,E,15,7.05940752597663e-17
Eukaryota,E,16,5.9861900523315326e-18
Eukaryota,E,17,5.076130144176014e-19
Eukaryota,E,18,4.3044235173549995e-20
Eukaryota,E,19,3.65003679781862e-21
Eukaryota,E,20,3.0951342431138455e-22
Eukaryota,E,21,2.624591617438254e-23
Eukaryota,E,22,2.2255839705992934e-24
Eukaryota,E,23,1.8872360855221871e-25
Eukaryota,E,24,1.6003260670223297e-26
Eukaryota,E,25,1.3570339929582964e-27
Eukaryota,E,26,1.1507287770865524e-28
Eukaryota,E,27,9.757874344241326e-30
Eukaryota,E,28,8.274418230773191e-31
Eukaryota,E,29,7.016486853835888e-32
Eukaryota,E,30,5.949794462522775e-33
Eukaryota,E,31,5.045267650849171e-34
Eukaryota,E,32,4.2782529428608264e-35
Eukaryota,E,33,3.6278448458560297e-36
Eukaryota,E,34,3.0763160573678823e-37
Eukaryota,E,35,2.608634295821547e-38
Eukaryota,E,36,2.2120525857667438e-39
Eukaryota,E,37,1.8757618306387828e-40
Eukaryota,E,38,1.5905962036891532e-41
Eukaryota,E,39,1.3487833273208073e-42
Eukaryota,E,40,1.1437324318008456e-43
Eukaryota,E,41,9.698547194763324e-45
Eukaryota,E,42,8.224110384012458e-46
Eukaryota,E,43,6.973827136186047e-47
Eukaryota,E,44,5.913620155190175e-48
Eukaryota,E,45,5.0145927991838486e-49
Eukaryota,E,46,4.2522414835110144e-50
Eukaryota,E,47,3.6057878193090415e-51
Eukaryota,E,48,3.057612284790123e-52
Eukaryota,E,49,2.592773993532147e-53
Eukaryota,E,50,2.1986034707464793e-54
Eukaryota,Q,1,0.048943663387668965
Eukaryota,Q,2,0.0026811942148967424
Eukaryota,Q,3,0.00014687912429143854
Eukaryota,Q,4,8.046219491582291e-06
Eukaryota,Q,5,4.4078182259759376e-07
Eukaryota,Q,6,2.4146571608656148e-08
Eukaryota,Q,7,1.322778959023121e-09
Eukaryota,Q,8,7.246346200994583e-11
Eukaryota,Q,9,3.969637777081607e-12
Eukaryota,Q,10,2.1746165093617194e-13
Eukaryota,Q,11,1.1912817310664498e-14
Eukaryota,Q,12,6.525988176136943e-16
Eukaryota,Q,13,3.575016770965959e-17
Eukaryota,Q,14,1.958438257584069e-18
Eukaryota,Q,15,1.0728566198397414e-19
Eukaryota,Q,16,5.8772408181703714e-21
Eukaryota,Q,17,3.2196249709423116e-22
Eukaryota,Q,18,1.7637502484953968e-23
Eukaryota,Q,19,9.662041284755934e-25
Eukaryota,Q,20,5.29298532306184e-26
Eukaryota,Q,21,2.8995626084054493e-27
Eukaryota,Q,22,1.5884161407799894e-28
Eukaryota,Q,23,8.701539428658515e-30
Eukaryota,Q,24,4.766810565858274e-31
Eukaryota,Q,25,2.611317590073957e-32
Eukaryota,Q,26,1.4305119664435187e-33
Eukaryota,Q,27,7.836520896258144e-35
Eukaryota,Q,28,4.2929427504313896e-36
Eukaryota,Q,29,2.3517269592532126e-37
Eukaryota,Q,30,1.2883050188178261e-38
Eukaryota,Q,31,7.057493706829996e-40
Eukaryota,Q,32,3.8661820527292517e-41
Eukaryota,Q,33,2.1179421882275624e-42
Eukaryota,Q,34,1.1602348393055059e-43
Eukaryota,Q,35,6.355909475814439e-45
Eukaryota,Q,36,3.481845562311246e-46
Eukaryota,Q,37,1.9073979209298067e-47
Eukaryota,Q,38,1.0448960942289288e-48
Eukaryota,Q,39,5.724069612085152e-50
Eukaryota,Q,40,3.135715896055221e-51
Eukaryota,Q,41,1.717783822896514e-52
Eukaryota,Q,42,9.410231538887468e-54
Eukaryota,Q,43,5.155040840130624e-55
Eukaryota,Q,44,2.8239949201671224e-56
Eukaryota,Q,45,1.5470192296144124e-57
Eukaryota,Q,46,8.474762046155302e-59
Eukaryota,Q,47,4.642579120161009e-60
Eukaryota,Q,48,2.5432620726776677e-61
Eukaryota,Q,49,1.3932303150702975e-62
Eukaryota,Q,50,7.632287414199542e-64
Eukaryota,Y,1,0.01238809715173109
Eukaryota,Y,2,0.0001574413934220243
Eukaryota,Y,3,2.000936226045405e-06
Eukaryota,Y,4,2.5430070794462035e-08
Eukaryota,Y,5,3.2319295947250067e-10
Eukaryota,Y,6,4.107487151602448e-12
Eukaryota,Y,7,5.2202407899342626e-14
Eukaryota,Y,8,6.634448970646722e-16
Eukaryota,Y,9,8.431778325051099e-18
Eukaryota,Y,10,1.0716019678100144e-19
Eukaryota,Y,11,1.3619081682953707e-21
Eukaryota,Y,12,1.7308608182758495e-23
Eukaryota,Y,13,2.1997659181325923e-25
Eukaryota,Y,14,2.7957014472128016e-27
Eukaryota,Y,15,3.553081042633302e-29
Eukaryota,Y,16,4.515641292136591e-31
Eukaryota,Y,17,5.738967401693879e-33
Eukaryota,Y,18,7.293703088209942e-35
Eukaryota,Y,19,9.269630059801634e-37
Eukaryota,Y,20,1.1780852662411632e-38
Eukaryota,Y,21,1.4972387091834089e-40
Eukaryota,Y,22,1.9028535680016748e-42
Eukaryota,Y,23,2.418352984763205e-44
Eukaryota,Y,24,3.0735056324144606e-46
Eukaryota,Y,25,3.90614477373673e-48
Eukaryota,Y,26,4.964353028175366e-50
Eukaryota,Y,27,6.309239010815772e-52
Eukaryota,Y,28,8.01846618676721e-54
Eukaryota,Y,29,1.0190737722585623e-55
Eukaryota,Y,30,1.2951496322565284e-57
Eukaryota,Y,31,1.6460168199762314e-59
Eukaryota,Y,32,2.091936950114521e-61
Eukaryota,Y,33,2.658660683259382e-63
Eukaryota,Y,34,3.3789147556872066e-65
Eukaryota,Y,35,4.29429185833673e-67
Eukaryota,Y,36,5.457652500270488e-69
Eukaryota,Y,37,6.936177557630059e-71
Eukaryota,Y,38,8.815247784388338e-73
Eukaryota,Y,39,1.1203374315970488e-74
Eukaryota,Y,40,1.4238464888761638e-76
Eukaryota,Y,41,1.8095787632436722e-78
Eukaryota,Y,42,2.2998092322207482e-80
Eukaryota,Y,43,2.92284735654558e-82
Eukaryota,Y,44,3.7146718736388996e-84
Eukaryota,Y,45,4.7210084706962855e-86
Eukaryota,Y,46,5.999970317311713e-88
Eukaryota,Y,47,7.625413941126048e-90
Eukaryota,Y,48,9.691204239085673e-92
Eukaryota,Y,49,1.2316634916976453e-93
Eukaryota,Y,50,1.5653317372702057e-95
Eukaryota,P,1,0.0765312850670866
Eukaryota,P,2,0.007120327130601702
Eukaryota,P,3,0.0006624618729757425
Eukaryota,P,4,6.163420936945679e-05
Eukaryota,P,5,5.734331166160768e-06
Eukaryota,P,6,5.335114096474133e-07
Eukaryota,P,7,4.9636900272458045e-08
Eukaryota,P,8,4.618124044031663e-09
Eukaryota,P,9,4.296615938746901e-10
Eukaryota,P,10,3.997490831575277e-11
Eukaryota,P,11,3.7191904457694945e-12
Eukaryota,P,12,3.460264989889223e-13
Eukaryota,P,13,3.219365605187712e-14
Eukaryota,P,14,2.9952373388020337e-15
Eukaryota,P,15,2.786712606141169e-16
Eukaryota,P,16,2.5927051084145736e-17
Eukaryota,P,17,2.412204173614915e-18
Eukaryota,P,18,2.244269491474617e-19
Eukaryota,P,19,2.088026214968237e-20
Eukaryota,P,20,1.9426604028422193e-21
Eukaryota,P,21,1.8074147794301056e-22
Eukaryota,P,22,1.6815847896641864e-23
Eukaryota,P,23,1.564514928732382e-24
Eukaryota,P,24,1.4555953272598878e-25
Eukaryota,P,25,1.3542585742262635e-26
Eukaryota,P,26,1.2599767610671224e-27
Eukaryota,P,27,1.1722587315618186e-28
Eukaryota,P,28,1.0906475231805621e-29
Eukaryota,P,29,1.0147179865617972e-30
Eukaryota,P,30,9.440745707186313e-32
Eukaryota,P,31,8.783492624364635e-33
Eukaryota,P,32,8.171996691272113e-34
Eukaryota,P,33,7.603072351528624e-35
Eukaryota,P,34,7.073755823263848e-36
Eukaryota,P,35,6.581289659449168e-37
Eukaryota,P,36,6.123108383120248e-38
Eukaryota,P,37,5.6968251226577146e-39
Eukaryota,P,38,5.3002191775031246e-40
Eukaryota,P,39,4.931224449534465e-41
Eukaryota,P,40,4.587918679835038e-42
Eukaryota,P,41,4.2685134347852334e-43
Eukaryota,P,42,3.971344789310248e-44
Eukaryota,P,43,3.694864658748623e-45
Eukaryota,P,44,3.4376327341854135e-46
Eukaryota,P,45,3.1983089792375156e-47
Eukaryota,P,46,2.975646649203566e-48
Eukaryota,P,47,2.7684857962120152e-49
Eukaryota,P,48,2.5757472265327903e-50
Eukaryota,P,49,2.3964268785734747e-51
Eukaryota,P,50,2.229590592272467e-52
Eukaryota,O,1,0.0
Eukaryota,O,2,0.0
Eukaryota,O,3,0.0
Eukaryota,O,4,0.0
Eukaryota,O,5,0.0
Eukaryota,O,6,0.0
Eukaryota,O,7,0.0
Eukaryota,O,8,0.0
Eukaryota,O,9,0.0
Eukaryota,O,10,0.0
Eukaryota,O,11,0.0
Eukaryota,O,12,0.0
Eukaryota,O,13,0.0
Eukaryota,O,14,0.0
Eukaryota,O,15,0.0
Eukaryota,O,16,0.0
Eukaryota,O,17,0.0
Eukaryota,O,18,0.0
Eukaryota,O,19,0.0
Eukaryota,O,20,0.0
Eukaryota,O,21,0.0
Eukaryota,O,22,0.0
Eukaryota,O,23,0.0
Eukaryota,O,24,0.0
Eukaryota,O,25,0.0
Eukaryota,O,26,0.0
Eukaryota,O,27,0.0
Eukaryota,O,28,0.0
Eukaryota,O,29,0.0
Eukaryota,O,30,0.0
Eukaryota,O,31,0.0
Eukaryota,O,32,0.0
Eukaryota,O,33,0.0
Eukaryota,O,34,0.0
Eukaryota,O,35,0.0
Eukaryota,O,36,0.0
Eukaryota,O,37,0.0
Eukaryota,O,38,0.0
Eukaryota,O,39,0.0
Eukaryota,O,40,0.0
Eukaryota,O,41,0.0
Eukaryota,O,42,0.0
Eukaryota,O,43,0.0
Eukaryota,O,44,0.0
Eukaryota,O,45,0.0
Eukaryota,O,46,0.0
Eukaryota,O,47,0.0
Eukaryota,O,48,0.0
Eukaryota,O,49,0.0
Eukaryota,O,50,0.0
Eukaryota,Z,1,3.3614903991638775e-06
Eukaryota,Z,2,1.1299693671677559e-11
Eukaryota,Z,3,3.7984067158278716e-17
Eukaryota,Z,4,1.2768393549472483e-22
Eukaryota,Z,5,4.292112088862429e-28
Eukaryota,Z,6,1.4427990578438988e-33
Eukaryota,Z,7,4.8499877874041314e-39
Eukaryota,Z,8,1.6303296990726334e-44
Eukaryota,Z,9,5.480374475542537e-50
Eukaryota,Z,10,1.8422350037089074e-55
Eukaryota,Z,11,6.192696911563476e-61
Eukaryota,Z,12,2.0816831165014298e-66
Eukaryota,Z,13,6.997604855221386e-72
Eukaryota,Z,14,2.3522539680349218e-77
Eukaryota,Z,15,7.907132289711123e-83
Eukaryota,Z,16,2.657992797402906e-88
Eukaryota,Z,17,8.934877338828275e-94
Eukaryota,Z,18,3.003470631595014e-99
Eukaryota,Z,19,1.0096205569215738e-104
Eukaryota,Z,20,3.393852625811442e-110
Eukaryota,Z,21,1.1408479717219095e-115
Eukaryota,Z,22,3.834975286443997e-121
Eukaryota,Z,23,1.2891319274941191e-126
Eukaryota,Z,24,4.3334337312657717e-132
Eukaryota,Z,25,1.4566893816504017e-137
Eukaryota,Z,26,4.896680291435359e-143
Eukaryota,Z,27,1.646025444996753e-148
Eukaryota,Z,28,5.5331359294902124e-154
Eukaryota,Z,29,1.8599708350362654e-159
Eukaryota,Z,30,6.252316139112523e-165
Eukaryota,Z,31,2.1017241973390798e-170
Eukaryota,Z,32,7.064973208964445e-176
Eukaryota,Z,33,2.3748999277155188e-181
Eukaryota,Z,34,7.983256977544697e-187
Eukaryota,Z,35,2.6835822101700944e-192
Eukaryota,Z,36,9.020896482473389e-198
Eukaryota,Z,37,3.0323860785447237e-203
Eukaryota,Z,38,1.01934052199994e-208
Eukaryota,Z,39,3.4265264147689416e-214
Eukaryota,Z,40,1.151831308351537e-219
Eukaryota,Z,41,3.8718959152932055e-225
Eukaryota,Z,42,1.30154284487367e-230
Eukaryota,Z,43,4.375153191362491e-236
Eukaryota,Z,44,1.4707134323916432e-241
Eukaryota,Z,45,4.943822320295983e-247
Eukaryota,Z,46,1.6618722992765965e-252
Eukaryota,Z,47,5.586405336139859e-258
Eukaryota,Z,48,1.8778774153246622e-263
Eukaryota,Z,49,6.312509341513611e-269
Eukaryota,Z,50,2.121958220569334e-274
Eukaryota,A,1,0.06152489962627433
Eukaryota,A,2,0.0043892380390135035
Eukaryota,A,3,0.000313131930001488
Eukaryota,A,4,2.2339095012603648e-05
Eukaryota,A,5,1.5936898098503138e-06
Eukaryota,A,6,1.1369517022008974e-07
Eukaryota,A,7,8.111108982110703e-09
Eukaryota,A,8,5.78653330588461e-10
Eukaryota,A,9,4.128161484941428e-11
Eukaryota,A,10,2.9450650925007645e-12
Eukaryota,A,11,2.1010341845165486e-13
Eukaryota,A,12,1.4988954423274675e-14
Eukaryota,A,13,1.0693246038483764e-15
Eukaryota,A,14,7.628651579725557e-17
Eukaryota,A,15,5.442344140909818e-18
Eukaryota,A,16,3.8826140424099666e-19
Eukaryota,A,17,2.76988948365161e-20
Eukaryota,A,18,1.9760624331543237e-21
Eukaryota,A,19,1.4097395447618967e-22
Eukaryota,A,20,1.0057200373437156e-23
Eukaryota,A,21,7.1748912575583675e-25
Eukaryota,A,22,5.118627714105489e-26
Eukaryota,A,23,3.651672023322737e-27
Eukaryota,A,24,2.6051335066176606e-28
Eukaryota,A,25,1.8585241346857438e-29
Eukaryota,A,26,1.3258867349543216e-30
Eukaryota,A,27,9.458987382077155e-32
Eukaryota,A,28,6.74812108270902e-33
Eukaryota,A,29,4.8141662851972405e-34
Eukaryota,A,30,3.434466681535264e-35
Eukaryota,A,31,2.4501773905993307e-36
Eukaryota,A,32,1.7479771394144195e-37
Eukaryota,A,33,1.2470215795959327e-38
Eukaryota,A,34,8.8963567366727e-40
Eukaryota,A,35,6.346735652464557e-41
Eukaryota,A,36,4.527814546399372e-42
Eukaryota,A,37,3.2301809448491504e-43
Eukaryota,A,38,2.304438229424387e-44
Eukaryota,A,39,1.644005597178891e-45
Eukaryota,A,40,1.1728474076871345e-46
Eukaryota,A,41,8.367191961383268e-48
Eukaryota,A,42,5.9692250551755e-49
Eukaryota,A,43,4.2584953140532837e-50
Eukaryota,A,44,3.038046341390725e-51
Eukaryota,A,45,2.1673677888006435e-52
Eukaryota,A,46,1.5462183930282732e-53
Eukaryota,A,47,1.1030851945354084e-54
Eukaryota,A,48,7.869502470605846e-56
Eukaryota,A,49,5.614169190345671e-57
Eukaryota,A,50,4.005195476531827e-58
Eukaryota,R,1,0.05423959926002683
Eukaryota,R,2,0.003340802987558476
Eukaryota,R,3,0.00020577151663996488
Eukaryota,R,4,1.2674173609757109e-05
Eukaryota,R,5,7.806458314214763e-07
Eukaryota,R,6,4.8082654765481545e-08
Eukaryota,R,7,2.961575654719984e-09
Eukaryota,R,8,1.8241360426976128e-10
Eukaryota,R,9,1.1235479657476853e-11
Eukaryota,R,10,6.920317354559411e-13
Eukaryota,R,11,4.262460860400061e-14
Eukaryota,R,12,2.625395867788082e-15
Eukaryota,R,13,1.6170713792670013e-16
Eukaryota,R,14,9.960097361803094e-18
Eukaryota,R,15,6.134765646620047e-19
Eukaryota,R,16,3.778612615101614e-20
Eukaryota,R,17,2.3273771350779286e-21
Eukaryota,R,18,1.4335114182478537e-22
Eukaryota,R,19,8.829488591577858e-24
Eukaryota,R,20,5.43838491946524e-25
Eukaryota,R,21,3.349687835881965e-26
Eukaryota,R,22,2.0631876492771156e-27
Eukaryota,R,23,1.2707880509136577e-28
Eukaryota,R,24,7.82721954985893e-30
Eukaryota,R,25,4.821053033796306e-31
Eukaryota,R,26,2.9694519499067156e-32
Eukaryota,R,27,1.8289873230997005e-33
Eukaryota,R,28,1.1265360357706736e-34
Eukaryota,R,29,6.938721902889455e-36
Eukaryota,R,30,4.2737968530852035e-37
Eukaryota,R,31,2.6323780945644835e-38
Eukaryota,R,32,1.621371972264119e-39
Eukaryota,R,33,9.98658618939226e-41
Eukaryota,R,34,6.151081024232363e-42
Eukaryota,R,35,3.788661815872635e-43
Eukaryota,R,36,2.3335667825709816e-44
Eukaryota,R,37,1.437323834474897e-45
Eukaryota,R,38,8.852970570970926e-47
Eukaryota,R,39,5.452848276123548e-48
Eukaryota,R,40,3.3585963134137695e-49
Eukaryota,R,41,2.0686746861945846e-50
Eukaryota,R,42,1.2741677051841187e-51
Eukaryota,R,43,7.848035999902269e-53
Eukaryota,R,44,4.8338745994870397e-54
Eukaryota,R,45,2.977349192059894e-55
Eukaryota,R,46,1.833851505457009e-56
Eukaryota,R,47,1.1295320525504845e-57
Eukaryota,R,48,6.957175398020905e-59
Eukaryota,R,49,4.285162993784455e-60
Eukaryota,R,50,2.6393788905370035e-61
Eukaryota,N,1,0.04336000799964187
Eukaryota,N,2,0.002073696765840168
Eukaryota,N,3,9.917475745602932e-05
Eukaryota,N,4,4.743042800897309e-06
Eukaryota,N,5,2.2683650142646375e-07
Eukaryota,N,6,1.0848478611591625e-08
Eukaryota,N,7,5.188295862705929e-10
Eukaryota,N,8,2.481307741180323e-11
Eukaryota,N,9,1.1866879355701013e-12
Eukaryota,N,10,5.6753470480761684e-14
Eukaryota,N,11,2.7142404629430188e-15
Eukaryota,N,12,1.2980882452244813e-16
Eukaryota,N,13,6.208120155142451e-18
Eukaryota,N,14,2.9690397399770763e-19
Eukaryota,N,15,1.4199462570422613e-20
Eukaryota,N,16,6.790907328521963e-22
Eukaryota,N,17,3.247758294784587e-23
Eukaryota,N,18,1.5532436876351599e-24
Eukaryota,N,19,7.428403637834409e-26
Eukaryota,N,20,3.552641549157414e-27
Eukaryota,N,21,1.6990544122450305e-28
Eukaryota,N,22,8.125744902279741e-30
Eukaryota,N,23,3.8861457138197273e-31
Eukaryota,N,24,1.8585531161336872e-32
Eukaryota,N,25,8.888549065997465e-34
Eukaryota,N,26,4.2509575762354177e-35
Eukaryota,N,27,2.0330247581218056e-36
Eukaryota,N,28,9.722961457537091e-38
Eukaryota,N,29,4.6500161459955915e-39
Eukaryota,N,30,2.2238749225173725e-40
Eukaryota,N,31,1.06357042980606e-41
Eukaryota,N,32,5.086536332166453e-43
Eukaryota,N,33,2.432641142831248e-44
Eukaryota,N,34,1.1634130857126582e-45
Eukaryota,N,35,5.564034843347807e-47
Eukaryota,N,36,2.6610052885063238e-48
Eukaryota,N,37,1.272628469234767e-49
Eukaryota,N,38,6.086358519099113e-51
Eukaryota,N,39,2.910807114450678e-52
Eukaryota,N,40,1.3920964450169794e-53
Eukaryota,N,41,6.657715320977683e-55
Eukaryota,N,42,3.184059082532916e-56
Eukaryota,N,43,1.5227794749823516e-57
Eukaryota,N,44,7.2827082328600435e-59
Eukaryota,N,45,3.482962574445137e-60
Eukaryota,N,46,1.6657303721505034e-61
Eukaryota,N,47,7.9663723436554e-63
Eukaryota,N,48,3.809925626548134e-64
Eukaryota,N,49,1.8221007823452655e-65
Eukaryota,N,50,8.714215411158194e-67
Eukaryota,W,1,0.004504149768154387
Eukaryota,W,2,2.047305767241761e-05
Eukaryota,W,3,9.305776051711667e-08
Eukaryota,W,4,4.2298258184110473e-10
Eukaryota,W,5,1.922615196698808e-12
Eukaryota,W,6,8.739010430376977e-15
Eukaryota,W,7,3.9722094901448735e-17
Eukaryota,W,8,1.8055188695908626e-19
Eukaryota,W,9,8.206763506649221e-22
Eukaryota,W,10,3.7302832104619e-24
Eukaryota,W,11,1.695554260699705e-26
Eukaryota,W,12,7.70693292915135e-29
Eukaryota,W,13,3.503091381453407e-31
Eukaryota,W,14,1.592287014772871e-33
Eukaryota,W,15,7.237544389613928e-36
Eukaryota,W,16,3.2897366056272206e-38
Eukaryota,W,17,1.495309230839965e-40
Eukaryota,W,18,6.7967438244464e-43
Eukaryota,W,19,3.0893761412280333e-45
Eukaryota,W,20,1.4042378510221982e-47
Eukaryota,W,21,6.3827900912694095e-50
Eukaryota,W,22,2.9012185734454284e-52
Eukaryota,W,23,1.3187131474710208e-54
Eukaryota,W,24,5.994048091480814e-57
Eukaryota,W,25,2.724520688361025e-59
Eukaryota,W,26,1.238397301459321e-61
Eukaryota,W,27,5.628982311689856e-64
Eukaryota,W,28,2.5585845372869694e-66
Eukaryota,W,29,1.162973069012668e-68
Eukaryota,W,30,5.286150758508425e-71
Eukaryota,W,31,2.4027546799000562e-73
Eukaryota,W,32,1.0921425278099021e-75
Eukaryota,W,33,4.964199262742115e-78
Eukaryota,W,34,2.25641559528197e-80
Eukaryota,W,35,1.0256259004033823e-82
Eukaryota,W,36,4.661856130482905e-85
Eukaryota,W,37,2.1189892506393824e-87
Eukaryota,W,38,9.63160449110671e-90
Eukaryota,W,39,4.377927119975491e-92
Eukaryota,W,40,1.9899328181004475e-94
Eukaryota,W,41,9.044994382125202e-97
Eukaryota,W,42,4.1112907244161435e-99
Eukaryota,W,43,1.8687365305691625e-101
Eukaryota,W,44,8.494111593578936e-104
Eukaryota,W,45,3.8608937420513386e-106
Eukaryota,W,46,1.7549216681682936e-108
Eukaryota,W,47,7.976780163264163e-111
Eukaryota,W,48,3.6257471160782745e-113
Eukaryota,W,49,1.6480386673174222e-115
Eukaryota,W,50,7.490956655331035e-118
Eukaryota,I,1,0.020615081536198017
Eukaryota,I,2,0.00044389188125496757
Eukaryota,I,3,9.558051075281548e-06
Eukaryota,I,4,2.0580763968786463e-07
Eukaryota,I,5,4.431529421665308e-09
Eukaryota,I,6,9.542139954021945e-11
Eukaryota,I,7,2.0546503529232055e-12
Eukaryota,I,8,4.424152331771327e-14
Eukaryota,I,9,9.526255319728958e-16
Eukaryota,I,10,2.0512300122435044e-17
Eukaryota,I,11,4.416787522390489e-19
Eukaryota,I,12,9.510397128310195e-21
Eukaryota,I,13,2.047815365345399e-22
Eukaryota,I,14,4.409434973079636e-24
Eukaryota,I,15,9.494565335746661e-26
Eukaryota,I,16,2.0444064027505508e-27
Eukaryota,I,17,4.4020946634296445e-29
Eukaryota,I,18,9.478759898092644e-31
Eukaryota,I,19,2.041003114996398e-32
Eukaryota,I,20,4.3947665730653635e-34
Eukaryota,I,21,9.462980771475582e-36
Eukaryota,I,22,2.0376054926361327e-37
Eukaryota,I,23,4.3874506816455605e-39
Eukaryota,I,24,9.44722791209595e-41
Eukaryota,I,25,2.034213526238672e-42
Eukaryota,I,26,4.380146968862865e-44
Eukaryota,I,27,9.43150127622714e-46
Eukaryota,I,28,2.030827206388634e-47
Eukaryota,I,29,4.3728554144437124e-49
Eukaryota,I,30,9.415800820215323e-51
Eukaryota,I,31,2.0274465236863084e-52
Eukaryota,I,32,4.3655759981482863e-54
Eukaryota,I,33,9.400126500479352e-56
Eukaryota,I,34,2.0240714687476338e-57
Eukaryota,I,35,4.358308699770463e-59
Eukaryota,I,36,9.38447827351062e-61
Eukaryota,I,37,2.0207020322041705e-62
Eukaryota,I,38,4.351053499137756e-64
Eukaryota,I,39,9.368856095872955e-66
Eukaryota,I,40,2.017338204703073e-67
Eukaryota,I,41,4.3438103761112595e-69
Eukaryota,I,42,9.353259924202486e-71
Eukaryota,I,43,2.0139799769070664e-72
Eukaryota,I,44,4.336579310585594e-74
Eukaryota,I,45,9.337689715207534e-76
Eukaryota,I,46,2.0106273394944195e-77
