kingdom,aa,n,expected_frequency
Viruses,X,11,4.551147225481403e-50
Viruses,X,12,1.4876408375431384e-54
Viruses,X,13,4.862675610965231e-59
Viruses,X,14,1.5894706236034217e-63
Viruses,X,15,5.195528275834878e-68
Viruses,X,16,1.6982707112764307e-72
Viruses,X,17,5.55116487806218e-77
Viruses,X,18,1.814518221318793e-81
Viruses,X,19,5.9311449899633764e-86
Viruses,X,20,1.9387229336501191e-90
Viruses,X,21,6.337134937387752e-95
Viruses,X,22,2.0714295228896285e-99
Viruses,X,23,6.77091510705228e-104
Viruses,X,24,2.2132199469164153e-108
Viruses,X,25,7.234387754067109e-113
Viruses,X,26,2.3647159989279046e-117
Viruses,X,27,7.729585343890215e-122
Viruses,X,28,2.5265820341880287e-126
Viruses,X,29,8.25867946529317e-131
Viruses,X,30,2.6995278834227314e-135
Viruses,X,31,8.823990353424036e-140
Viruses,X,32,2.8843119656389035e-144
Viruses,X,33,9.427997064728854e-149
Viruses,X,34,3.0817446140173857e-153
Viruses,X,35,1.0073348348351761e-157
Viruses,X,36,3.292691629465072e-162
Viruses,X,37,1.07628742616881e-166
Viruses,X,38,3.518078077409495e-171
Viruses,X,39,1.149959858102815e-175
Viruses,X,40,3.7588923444859687e-180
Viruses,X,41,1.2286752061715844e-184
Viruses,X,42,4.016190472907066e-189
Viruses,X,43,1.3127786605972224e-193
Viruses,X,44,4.2911007915219356e-198
Viruses,X,45,1.4026390400513754e-202
Viruses,X,46,4.5848288638740234e-207
Viruses,X,47,1.4986504090348457e-211
Viruses,X,48,4.898662774955915e-216
Viruses,X,49,1.601233805967675e-220
Viruses,X,50,5.233978779845282e-225
Viruses,L,1,0.07954952583216594
Viruses,L,2,0.00777292795359412
Viruses,L,3,0.0007595068397923076
Viruses,L,4,7.421278611293035e-05
Viruses,L,5,7.251465469553405e-06
Viruses,L,6,7.085537979413434e-07
Viruses,L,7,6.923407229684039e-08
Viruses,L,8,6.764986343635311e-09
Viruses,L,9,6.610190432444173e-10
Viruses,L,10,6.458936549707246e-11
Viruses,L,11,6.311143646994539e-12
Viruses,L,12,6.166732530420179e-13
Viruses,L,13,6.025625818206855e-14
Viruses,L,14,5.887747899221293e-15
Viruses,L,15,5.753024892458517e-16
Viruses,L,16,5.621384607453174e-17
Viruses,L,17,5.492756505596733e-18
Viruses,L,18,5.36707166233983e-19
Viruses,L,19,5.244262730259477e-20
Viruses,L,20,5.124263902971378e-21
Viruses,L,21,5.007010879868e-22
Viruses,L,22,4.892440831663497e-23
Viruses,L,23,4.7804923667270374e-24
Viruses,L,24,4.671105498186498e-25
Viruses,L,25,4.5642216117848653e-26
Viruses,L,26,4.459783434472173e-27
Viruses,L,27,4.357735003716098e-28
Viruses,L,28,4.258021637514792e-29
Viruses,L,29,4.160589905095878e-30
Viruses,L,30,4.065387598285916e-31
Viruses,L,31,3.972363703534985e-32
Viruses,L,32,3.8814683745813914e-33
Viruses,L,33,3.7926529057418733e-34
Viruses,L,34,3.7058697058129666e-35
Viruses,L,35,3.6210722725695625e-36
Viruses,L,36,3.5382151678469897e-37
Viruses,L,37,3.4572539931932565e-38
Viruses,L,38,3.378145366078429e-39
Viruses,L,39,3.300846896648374e-40
Viruses,L,40,3.225317165010431e-41
Viruses,L,41,3.151515699038822e-42
Viruses,L,42,3.0794029526879198e-43
Viruses,L,43,3.008940284801756e-44
Viruses,L,44,2.940089938408401e-45
Viruses,L,45,2.8728150204881293e-46
Viruses,L,46,2.8070794822045325e-47
Viruses,L,47,2.742848099587979e-48
Viruses,L,48,2.6800864546610745e-49
Viruses,L,49,2.6187609169960054e-50
Viruses,L,50,2.5588386256938914e-51
Viruses,K,1,0.05169203516651313
Viruses,K,2,0.003013090812653124
Viruses,K,3,0.00017563085330360513
Viruses,K,4,1.0237393610115384e-05
Viruses,K,5,5.967301641885265e-07
Viruses,K,6,3.478296355633164e-08
Viruses,K,7,2.027473431657902e-09
Viruses,K,8,1.1817993913662356e-10
Viruses,K,9,6.888621964784708e-12
Viruses,K,10,4.0153272137714926e-13
Viruses,K,11,2.3405047796316152e-14
Viruses,K,12,1.364263067948858e-15
Viruses,K,13,7.952189351487574e-17
Viruses,K,14,4.635272841988489e-18
Viruses,K,15,2.7018665388867794e-19
Viruses,K,16,1.574898186753632e-20
Viruses,K,17,9.179966008468392e-22
Viruses,K,18,5.350934849340715e-23
Viruses,K,19,3.119020673439951e-24
Viruses,K,20,1.8180542718707218e-25
Viruses,K,21,1.0597304992601923e-26
Viruses,K,22,6.177091346710428e-28
Viruses,K,23,3.600581235723821e-29
Viruses,K,24,2.0987523912772437e-30
Viruses,K,25,1.2233473740820802e-31
Viruses,K,26,7.13080210840281e-33
Viruses,K,27,4.156492243043824e-34
Viruses,K,28,2.4227888397190604e-35
Viruses,K,29,1.4122258430028166e-36
Viruses,K,30,8.231760849105937e-38
Viruses,K,31,4.7982330172340674e-39
Viruses,K,32,2.796854829690018e-40
Viruses,K,33,1.630266164703603e-41
Viruses,K,34,9.502701890580288e-43
Viruses,K,35,5.539055227687671e-44
Viruses,K,36,3.228674662075561e-45
Viruses,K,37,1.881970777511181e-46
Viruses,K,38,1.096986961556906e-47
Viruses,K,39,6.394256532597534e-49
Viruses,K,40,3.727165229624769e-50
Viruses,K,41,2.172537272801693e-51
Viruses,K,42,1.266356040294944e-52
Viruses,K,43,7.38149646898081e-54
Viruses,K,44,4.302620146928494e-55
Viruses,K,45,2.5079657230143014e-56
Viruses,K,46,1.4618748234851282e-57
Viruses,K,47,8.521161114479428e-59
Viruses,K,48,4.9669223091080173e-60
Viruses,K,49,2.8951825805516496e-61
Viruses,K,50,1.687580689425964e-62
Viruses,V,1,0.059798436898897696
Viruses,V,2,0.004125438350376906
Viruses,V,3,0.0002846101414245203
Viruses,V,4,1.9634988023584187e-05
Viruses,V,5,1.3545994979540781e-06
Viruses,V,6,9.345255508449704e-08
Viruses,V,7,6.447204553826743e-09
Viruses,V,8,4.4478662484189056e-10
Viruses,V,9,3.068541411809488e-11
Viruses,V,10,2.1169580805935593e-12
Viruses,V,11,1.46046962173721e-13
Viruses,V,12,1.0075643611323565e-14
Viruses,V,13,6.951092489116638e-16
Viruses,V,14,4.795493832071596e-17
Viruses,V,15,3.3083664372820346e-18
Viruses,V,16,2.282411127324084e-19
Viruses,V,17,1.574614134464664e-20
Viruses,V,18,1.0863115951256256e-21
Viruses,V,19,7.4943623067729e-23
Viruses,V,20,5.170290608808535e-24
Viruses,V,21,3.5669352354869794e-25
Viruses,V,22,2.4607953279226798e-26
Viruses,V,23,1.697679729556221e-27
Viruses,V,24,1.1712134005793438e-28
Viruses,V,25,8.080091938514268e-30
Viruses,V,26,5.5743800149954254e-31
Viruses,V,27,3.845712745354492e-32
Viruses,V,28,2.6531213300846552e-33
Viruses,V,29,1.830363643424262e-34
Viruses,V,30,1.2627507943869423e-35
Viruses,V,31,8.711599874994097e-37
Viruses,V,32,6.010051446361768e-38
Viruses,V,33,4.14627839963089e-39
Viruses,V,34,2.860478769720479e-40
Viruses,V,35,1.9734176057135942e-41
Viruses,V,36,1.3614423878143051e-42
Viruses,V,37,9.392463966932514e-44
Viruses,V,38,6.479773228726463e-45
Viruses,V,39,4.470335073261172e-46
Viruses,V,40,3.084042444361376e-47
Viruses,V,41,2.127652098276349e-48
Viruses,V,42,1.4678473247268016e-49
Viruses,V,43,1.0126541695670504e-50
Viruses,V,44,6.98620660246388e-52
Viruses,V,45,4.819718731141636e-53
Viruses,V,46,3.325078969053813e-54
Viruses,V,47,2.2939409470114705e-55
Viruses,V,48,1.5825684494564915e-56
Viruses,V,49,1.0917992027990076e-57
Viruses,V,50,7.532220799940319e-59
Viruses,M,1,0.023202340814416595
Viruses,M,2,0.0005655863049732657
Viruses,M,3,1.3786879131374194e-05
Viruses,M,4,3.3607255782493876e-07
Viruses,M,5,8.192192231958672e-09
Viruses,M,6,1.9969501229053893e-10
Viruses,M,7,4.867817649364906e-12
Viruses,M,8,1.1865919131216637e-13
Viruses,M,9,2.892467363623263e-15
Viruses,M,10,7.050753807697566e-17
Viruses,M,11,1.718710118633399e-18
Viruses,M,12,4.189572565514741e-20
Viruses,M,13,1.0212611243407546e-21
Viruses,M,14,2.4894527252605303e-23
Viruses,M,15,6.0683548248325e-25
Viruses,M,16,1.479237982967281e-26
Viruses,M,17,3.605829048260222e-28
Viruses,M,18,8.789662836534132e-30
Viruses,M,19,2.1425911141634835e-31
Viruses,M,20,5.222835924275891e-33
Viruses,M,21,1.2731320928004856e-34
Viruses,M,22,3.103419960379601e-36
Viruses,M,23,7.564977353839939e-38
Viruses,M,24,1.844058590030821e-39
Viruses,M,25,4.495125265299518e-41
Viruses,M,26,1.0957434465461502e-42
Viruses,M,27,2.671012774476785e-44
Viruses,M,28,6.510930331279596e-46
Viruses,M,29,1.5871213415323588e-47
Viruses,M,30,3.86880833395805e-49
Viruses,M,31,9.430707995175739e-51
Viruses,M,32,2.2988539522525744e-52
Viruses,M,33,5.603746289770264e-54
Viruses,M,34,1.3659837959407644e-55
Viruses,M,35,3.3297576911699126e-57
Viruses,M,36,8.116704103557304e-59
Viruses,M,37,1.9785489400448443e-60
Viruses,M,38,4.822962446588268e-62
Viruses,M,39,1.1756578920243173e-63
Viruses,M,40,2.865814308914639e-65
Viruses,M,41,6.985783627104691e-67
Viruses,M,42,1.702872818134762e-68
Viruses,M,43,4.150967149184464e-70
Viruses,M,44,1.0118505674711524e-71
Viruses,M,45,2.4665133066467325e-73
Viruses,M,46,6.012437100341739e-75
Viruses,M,47,1.4656073327539235e-76
Viruses,M,48,3.5726026201587698e-78
Viruses,M,49,8.708669229692172e-80
Viruses,M,50,2.122847901533947e-81
Viruses,B,1,3.0406643243407386e-07
Viruses,B,2,9.245645155901763e-14
Viruses,B,3,2.811292047746292e-20
Viruses,B,4,8.548200633329083e-27
Viruses,B,5,2.5992224509803814e-33
Viruses,B,6,7.903367784021427e-40
Viruses,B,7,2.403150307737135e-46
Viruses,B,8,7.307177850501801e-53
Viruses,B,9,2.221868851355453e-59
Viruses,B,10,6.755961458204533e-66
Viruses,B,11,2.054262347523372e-72
Viruses,B,12,6.246326031548652e-79
Viruses,B,13,1.899299227259892e-85
Viruses,B,14,5.775134913628028e-92
Viruses,B,15,1.7560257379097874e-98
Viruses,B,16,5.339488061006063e-105
Viruses,B,17,1.6235600730751332e-111
Viruses,B,18,4.936704194797034e-118
Viruses,B,19,1.5010869453549823e-124
Viruses,B,20,4.564304298179227e-131
Viruses,B,21,1.3878525684900098e-137
Viruses,B,22,4.219996358771881e-144
Viruses,B,23,1.2831600180286816e-150
Viruses,B,24,3.9016612619697544e-157
Viruses,B,25,1.1863649419612098e-163
Viruses,B,26,3.6073397484128776e-170
Viruses,B,27,1.096871594921503e-176
Viruses,B,28,3.335220355318575e-183
Viruses,B,29,1.0141291715487832e-189
Viruses,B,30,3.0836282674581614e-196
Viruses,B,31,9.376284164417825e-203
Viruses,B,32,2.851015009159345e-209
Viruses,B,33,8.668984898407832e-216
Viruses,B,34,2.6359489138916277e-222
Viruses,B,35,8.015040697466873e-229
Viruses,B,36,2.4371063127777836e-235
Viruses,B,37,7.410426726415098e-242
Viruses,B,38,2.253263387799296e-248
Viruses,B,39,6.851421763201116e-255
Viruses,B,40,2.0832886395546017e-261
Viruses,B,41,6.334585295869291e-268
Viruses,B,42,1.926135923211409e-274
Viruses,B,43,5.856736347215521e-281
Viruses,B,44,1.780838009791408e-287
Viruses,B,45,5.414933896803463e-294
Viruses,B,46,1.6465006331589702e-300
Viruses,B,47,5.006458779844428e-307
Viruses,B,48,1.52229698605e-313
Viruses,B,49,4.629e-320
Viruses,B,50,0.0
Viruses,F,1,0.04123232884247622
Viruses,F,2,0.0018650034505865813
Viruses,F,3,8.435705593996636e-05
Viruses,F,4,3.815603067447651e-06
Viruses,F,5,1.725857618677076e-07
Viruses,F,6,7.806326987618644e-09
Viruses,F,7,3.530925168921792e-10
Viruses,F,8,1.597093302432702e-11
Viruses,F,9,7.223905618635021e-13
Viruses,F,10,3.2674867715905145e-14
Viruses,F,11,1.4779359485231414e-15
Viruses,F,12,6.684938059821889e-17
Viruses,F,13,3.0237032199068615e-18
Viruses,F,14,1.3676687921800607e-19
Viruses,F,15,6.186182270761622e-21
Viruses,F,16,2.798108087710693e-22
Viruses,F,17,1.2656285456568127e-23
Viruses,F,18,5.724638096064132e-25
Viruses,F,19,2.5893443572657113e-26
Viruses,F,20,1.1712014083673643e-27
Viruses,F,21,5.297529218594143e-29
Viruses,F,22,2.3961562564187126e-30
Viruses,F,23,1.0838193747043143e-31
Viruses,F,24,4.9022864591481214e-33
Viruses,F,25,2.2173817047793145e-34
Viruses,F,26,1.0029568173265042e-35
Viruses,F,27,4.536532322123698e-37
Viruses,F,28,2.051945323481793e-38
Viruses,F,29,9.281273253637348e-40
Viruses,F,30,4.1980666942195117e-41
Viruses,F,31,1.8988519664808228e-42
Viruses,F,32,8.58880778519512e-44
Viruses,F,33,3.884853610139139e-45
Viruses,F,34,1.757180734470034e-46
Viruses,F,35,7.948006394717301e-48
Viruses,F,36,3.595009005691122e-49
Viruses,F,37,1.6260794354154467e-50
Viruses,F,38,7.355014482843268e-52
Viruses,F,39,3.326789384616576e-53
Viruses,F,40,1.5047594583823446e-54
Viruses,F,41,6.806265037580957e-56
Viruses,F,42,3.0785813309721766e-57
Viruses,F,43,1.3924910298202134e-58
Viruses,F,44,6.298457177733345e-60
Viruses,F,45,2.8488918039825812e-61
Viruses,F,46,1.2885988237709882e-62
Viruses,F,47,5.828536297176018e-64
Viruses,F,48,2.6363391569831093e-65
Viruses,F,49,1.192457899594773e-66
Viruses,F,50,5.393675690548066e-68
Viruses,G,1,0.05088925599506968
Viruses,G,2,0.0029138492163453974
Viruses,G,3,0.0001668430219616352
Viruses,G,4,9.553203309608398e-06
Viruses,G,5,5.470033592156974e-07
Viruses,G,6,3.132066441968381e-08
Viruses,G,7,1.7933784192788109e-09
Viruses,G,8,1.026863961644986e-10
Viruses,G,9,5.879682639145794e-12
Viruses,G,10,3.3666258850580294e-13
Viruses,G,11,1.9276839492121635e-14
Viruses,G,12,1.1037654716975338e-15
Viruses,G,13,6.320010170804154e-17
Viruses,G,14,3.61875140899619e-18
Viruses,G,15,2.072047576854717e-19
Viruses,G,16,1.1864261109719195e-20
Viruses,G,17,6.793313688929108e-22
Viruses,G,18,3.88975853189764e-23
Viruses,G,19,2.2272225498916416e-24
Viruses,G,20,1.2752771787933603e-25
Viruses,G,21,7.3020627544844e-27
Viruses,G,22,4.181061290603399e-28
Viruses,G,23,2.394018526483688e-29
Viruses,G,24,1.370782274354079e-30
Viruses,G,25,7.848911873055819e-32
Viruses,G,26,4.494179618716288e-33
Viruses,G,27,2.5733057998294638e-34
Viruses,G,28,1.4734397156398986e-35
Viruses,G,29,8.436714345294144e-37
Viruses,G,30,4.830747277175171e-38
Viruses,G,31,2.766019839103812e-39
Viruses,G,32,1.5837851395094717e-40
Viruses,G,33,9.068537154613279e-42
Viruses,G,34,5.192520378747353e-43
Viruses,G,35,2.973166170465598e-44
Viruses,G,36,1.702394296492596e-45
Viruses,G,37,9.74767696982329e-47
Viruses,G,38,5.581386550917442e-48
Viruses,G,39,3.1958256236025876e-49
Viruses,G,40,1.8298860548900798e-50
Viruses,G,41,1.0477677346195458e-51
Viruses,G,42,5.999374784982008e-53
Viruses,G,43,3.435159971188379e-54
Viruses,G,44,1.9669256298496666e-55
Viruses,G,45,1.126234721470952e-56
Viruses,G,46,6.448666022739751e-58
Viruses,G,47,3.6924179906764393e-59
Viruses,G,48,2.1142280542664194e-60
Viruses,G,49,1.2105780755954683e-61
Viruses,G,50,6.93160453601547e-63
Viruses,H,1,0.021404234763141277
Viruses,H,2,0.0004793730674199468
Viruses,H,3,1.0736124898206066e-05
Viruses,H,4,2.4044817213084017e-07
Viruses,H,5,5.38512023930745e-09
Viruses,H,6,1.2060611538364538e-10
Viruses,H,7,2.7011161165463304e-12
Viruses,H,8,6.049467932747709e-14
Viruses,H,9,1.3548496506745835e-15
Viruses,H,10,3.0343454934214206e-17
Viruses,H,11,6.795774401139321e-19
Viruses,H,12,1.5219937812390207e-20
Viruses,H,13,3.408684475667546e-22
Viruses,H,14,7.63415067648835e-24
Viruses,H,15,1.7097580303296955e-25
Viruses,H,16,3.829204643916673e-27
Viruses,H,17,8.575955161424543e-29
Viruses,H,18,1.9206862461008944e-30
Viruses,H,19,4.301603245962358e-32
Viruses,H,20,9.633947513935538e-34
Viruses,H,21,2.1576361043613768e-35
Viruses,H,22,4.832280383622285e-37
Viruses,H,23,1.0822461516443807e-38
Viruses,H,24,2.423817824641823e-40
Viruses,H,25,5.428425721934903e-42
Viruses,H,26,1.2157599271273222e-43
Viruses,H,27,2.7228376625586198e-45
Viruses,H,28,6.098115895434726e-47
Viruses,H,29,1.3657449353484206e-48
Viruses,H,30,3.058746767712735e-50
Viruses,H,31,6.8504239311759e-52
Viruses,H,32,1.5342331876633074e-53
Viruses,H,33,3.436096069055194e-55
Viruses,H,34,7.695542170977718e-57
Viruses,H,35,1.723507379163012e-58
Viruses,H,36,3.8599979313113884e-60
Viruses,H,37,8.64492035825451e-62
Viruses,H,38,1.9361318148471932e-63
Viruses,H,39,4.336195417791407e-65
Viruses,H,40,9.711420760243623e-67
Viruses,H,41,2.1749871510755725e-68
Viruses,H,42,4.871140097965607e-70
Viruses,H,43,1.0909492427242355e-71
Viruses,H,44,2.4433094229780994e-73
Viruses,H,45,5.472079453949975e-75
Viruses,H,46,1.2255366949734817e-76
Viruses,H,47,2.7447338865709675e-78
Viruses,H,48,6.147155070092765e-80
Viruses,H,49,1.3767278365545168e-81
Viruses,H,50,3.083344269555701e-83
Viruses,C,1,0.02151525852162899
Viruses,C,2,0.0004844796751467065
Viruses,C,3,1.0909492693025137e-05
Viruses,C,4,2.456594918726549e-07
Viruses,C,5,5.531749976395713e-09
Viruses,C,6,1.2456371039477907e-10
Viruses,C,7,2.8049203260311003e-12
Viruses,C,8,6.316107645194369e-14
Viruses,C,9,1.4222584297833075e-15
Viruses,C,10,3.202635475392424e-17
Viruses,C,11,7.211680924826563e-19
Viruses,C,12,1.6239232395043224e-20
Viruses,C,13,3.656743435117569e-22
Viruses,C,14,8.23423929468302e-24
Viruses,C,15,1.8541824977644893e-25
Viruses,C,16,4.175240252291584e-27
Viruses,C,17,9.401788219538088e-29
Viruses,C,18,2.1170906674539337e-30
Viruses,C,19,4.7672557491842204e-32
Viruses,C,20,1.0734886194298768e-33
Viruses,C,21,2.4172771017008257e-35
Viruses,C,22,5.443214283455046e-37
Viruses,C,23,1.2257006743149967e-38
Viruses,C,24,2.7600275586847477e-40
Viruses,C,25,6.215018302863051e-42
Viruses,C,26,1.3994951747267919e-43
Viruses,C,27,3.151377274595182e-45
Viruses,C,28,7.096257926558205e-47
Viruses,C,29,1.597932337907999e-48
Viruses,C,30,3.5982172335871604e-50
Viruses,C,31,8.102450243315043e-52
Viruses,C,32,1.8245062953007988e-53
Viruses,C,33,4.108415505962167e-55
Viruses,C,34,9.251312540331676e-57
Viruses,C,35,2.0832066180914245e-58
Viruses,C,36,4.6909557911274735e-60
Viruses,C,37,1.056307427367565e-61
Viruses,C,38,2.3785885665823002e-63
Viruses,C,39,5.356095604833163e-65
Viruses,C,40,1.2060833273630606e-66
Viruses,C,41,2.715853300360313e-68
Viruses,C,42,6.115546896087463e-70
Viruses,C,43,1.3770962457097055e-71
Viruses,C,44,3.1009394616220175e-73
Viruses,C,45,6.982682274098424e-75
Viruses,C,46,1.572357420854144e-76
Viruses,C,47,3.540627744277982e-78
Viruses,C,48,7.972770476537772e-80
Viruses,C,49,1.795305060642989e-81
Viruses,C,50,4.042660290115347e-83
Viruses,D,1,0.04666054203765541
Viruses,D,2,0.002422146350342058
Viruses,D,3,0.0001257334931458963
Viruses,D,4,6.526819197542128e-06
Viruses,D,5,3.388068506772003e-07
Viruses,D,6,1.7587446287623597e-08
Viruses,D,7,9.129634371376667e-10
Viruses,D,8,4.73918853208816e-11
Viruses,D,9,2.4601103427638336e-12
Viruses,D,10,1.277042020505337e-13
Viruses,D,11,6.629118595973934e-15
Viruses,D,12,3.4411720721686127e-16
Viruses,D,13,1.7863106623956055e-17
Viruses,D,14,9.272729510957963e-19
Viruses,D,15,4.813469145847173e-20
Viruses,D,16,2.4986693713692802e-21
Viruses,D,17,1.297057992530276e-22
Viruses,D,18,6.733021404367435e-24
Viruses,D,19,3.495107966856143e-25
Viruses,D,20,1.8143087577380056e-26
Viruses,D,21,9.41806748066135e-28
Viruses,D,22,4.8889140115752845e-29
Viruses,D,23,2.5378327625763352e-30
Viruses,D,24,1.3173876888725586e-31
Viruses,D,25,6.838552754087472e-33
Viruses,D,26,3.5498892365132286e-34
Viruses,D,27,1.8427456867946663e-35
Viruses,D,28,9.565683433930691e-37
Viruses,D,29,4.965541377407223e-38
Viruses,D,30,2.577609988982401e-39
Viruses,D,31,1.3380360267526522e-40
Viruses,D,32,6.945738170400332e-42
Viruses,D,33,3.6055291312925425e-43
Viruses,D,34,1.871628327713062e-44
Viruses,D,35,9.715613075194345e-46
Viruses,D,36,5.043369777493486e-47
Viruses,D,37,2.6180106716555192e-48
Viruses,D,38,1.3590080004620554e-49
Viruses,D,39,7.05460357864764e-51
Viruses,D,40,3.6620411090256594e-52
Viruses,D,41,1.9009636664466793e-53
Viruses,D,42,9.867892668501121e-55
Viruses,D,43,5.12241803648326e-56
Viruses,D,44,2.659044582461454e-57
Viruses,D,45,1.380308682571288e-58
Viruses,D,46,7.165175310517016e-60
Viruses,D,47,3.7194388384781545e-61
Viruses,D,48,1.9307587984447359e-62
Viruses,D,49,1.0022559046291615e-63
Viruses,D,50,5.2027052740776164e-65
Viruses,S,1,0.058687058242258686
Viruses,S,2,0.003960746020053694
Viruses,S,3,0.0002673078103627812
Viruses,S,4,1.804040580213117e-05
Viruses,S,5,1.2175336031665877e-06
Viruses,S,6,8.217043957318825e-08
Viruses,S,7,5.545622003442272e-09
Viruses,S,8,3.742699146409084e-10
Viruses,S,9,2.5259198863240912e-11
Viruses,S,10,1.7047245911414048e-12
Viruses,S,11,1.1505059789807448e-13
Viruses,S,12,7.764679494557988e-15
Viruses,S,13,5.24032458367766e-16
Viruses,S,14,3.536656182852489e-17
Viruses,S,15,2.3868630188801516e-18
Viruses,S,16,1.610876142985057e-19
Viruses,S,17,1.087168357594261e-20
Viruses,S,18,7.337218586923766e-22
Viruses,S,19,4.951834388505182e-23
Viruses,S,20,3.3419562904780685e-24
Viruses,S,21,2.255461506021294e-25
Viruses,S,22,1.5221942368420774e-26
Viruses,S,23,1.0273175970813307e-27
Viruses,S,24,6.933290244630269e-29
Viruses,S,25,4.679226147089896e-30
Viruses,S,26,3.157975010864031e-31
Viruses,S,27,2.131293905391592e-32
Viruses,S,28,1.4383944443931894e-33
Viruses,S,29,9.70761738879486e-35
Viruses,S,30,6.55159895358106e-36
Viruses,S,31,4.421625526579714e-37
Viruses,S,32,2.984122263255293e-38
Viruses,S,33,2.013961975867328e-39
Viruses,S,34,1.3592079956585998e-40
Viruses,S,35,9.173193921234048e-42
Viruses,S,36,6.190920520283717e-43
Viruses,S,37,4.1782063278690516e-44
Viruses,S,38,2.8198404520051806e-45
Viruses,S,39,1.9030894002834384e-46
Viruses,S,40,1.284380916975555e-47
Viruses,S,41,8.668191518723594e-49
Viruses,S,42,5.85009814551003e-50
Viruses,S,43,3.9481878357412416e-51
Viruses,S,44,2.664602678206193e-52
Viruses,S,45,1.798320578476385e-53
Viruses,S,46,1.2136732164319281e-54
Viruses,S,47,8.190990493653881e-56
Viruses,S,48,5.528038714108946e-57
Viruses,S,49,3.7308323148908064e-58
Viruses,S,50,2.5179110497740217e-59
Viruses,T,1,0.05421154846546561
Viruses,T,2,0.0033370876222967136
Viruses,T,3,0.00020542032305127754
Viruses,T,4,1.2645010829367813e-05
Viruses,T,5,7.783859771017668e-07
Viruses,T,6,4.7914923721655946e-08
Viruses,T,7,2.9494877641557875e-09
Viruses,T,8,1.8156092914685848e-10
Viruses,T,9,1.117630369356889e-11
Viruses,T,10,6.879771151085392e-13
Viruses,T,11,4.23496465280756e-14
Viruses,T,12,2.6069072962841126e-15
Viruses,T,13,1.604727833304104e-16
Viruses,T,14,9.878185628815825e-18
Viruses,T,15,6.080691647033448e-19
Viruses,T,16,3.7430771495569485e-20
Viruses,T,17,2.3041172552090613e-21
Viruses,T,18,1.4183400751920205e-22
Viruses,T,19,8.730842861177126e-24
Viruses,T,20,5.374424540337944e-25
Viruses,T,21,3.3083219568897845e-26
Viruses,T,22,2.0364960170695467e-27
Viruses,T,23,1.253601094930645e-28
Viruses,T,24,7.716762969527796e-30
Viruses,T,25,4.750189750844938e-31
Viruses,T,26,2.9240632060534904e-32
Viruses,T,27,1.7999587556423325e-33
Viruses,T,28,1.1079964055859834e-34
Viruses,T,29,6.820467585399525e-36
Viruses,T,30,4.198459295441788e-37
Viruses,T,31,2.584435778745661e-38
Viruses,T,32,1.5908950937579235e-39
Viruses,T,33,9.793035757194986e-41
Viruses,T,34,6.028276139513484e-42
Viruses,T,35,3.710811858062333e-43
Viruses,T,36,2.2842557851119527e-44
Viruses,T,37,1.4061139964509015e-45
Viruses,T,38,8.655583073934187e-47
Viruses,T,39,5.328097048950183e-48
Viruses,T,40,3.2798042512609486e-49
Viruses,T,41,2.0189414396475587e-50
Viruses,T,42,1.242795064723468e-51
Viruses,T,43,7.650244541865639e-53
Viruses,T,44,4.709243157750033e-54
Viruses,T,45,2.8988578074142545e-55
Viruses,T,46,1.784443127294688e-56
Viruses,T,47,1.0984454864964719e-57
Viruses,T,48,6.761675215918563e-59
Viruses,T,49,4.1622686139294547e-60
Viruses,T,50,2.5621579654870655e-61
Viruses,U,1,1.5203326244528026e-07
Viruses,U,2,2.3114119917987195e-14
Viruses,U,3,3.5141161282083496e-21
Viruses,U,4,5.342627020345326e-28
Viruses,U,5,8.122572629117062e-35
Viruses,U,6,1.234901591745726e-41
Viruses,U,7,1.877461748793123e-48
Viruses,U,8,2.8543672157701155e-55
Viruses,U,9,4.339588919827842e-62
Viruses,U,10,6.597620617644199e-69
Viruses,U,11,1.0030580918731506e-75
Viruses,U,12,1.524982404992334e-82
Viruses,U,13,2.3184812069990264e-89
Viruses,U,14,3.524863689974629e-96
Viruses,U,15,5.358966894100331e-103
Viruses,U,16,8.147414679819873e-110
Viruses,U,17,1.23867841090831e-116
Viruses,U,18,1.8832037719286153e-123
Viruses,U,19,2.863097003527804e-130
Viruses,U,20,4.352861104996034e-137
Viruses,U,21,6.617798759888677e-144
Viruses,U,22,1.0061258416014639e-150
Viruses,U,23,1.5296464064061116e-157
Viruses,U,24,2.325572042664973e-164
Viruses,U,25,3.535644122050171e-171
Viruses,U,26,5.375356741674079e-178
Viruses,U,27,8.172332707372793e-185
Viruses,U,28,1.2424667810827983e-191
Viruses,U,29,1.8889633564496915e-198
Viruses,U,30,2.8718534904410445e-205
Viruses,U,31,4.366173881773798e-212
Viruses,U,32,6.638038614900234e-219
Viruses,U,33,1.0092029737259431e-225
Viruses,U,34,1.5343246721872137e-232
Viruses,U,35,2.332684564920524e-239
Viruses,U,36,3.5464575249654264e-246
Viruses,U,37,5.391796715906342e-253
Viruses,U,38,8.197326944143178e-260
Viruses,U,39,1.2462667375967697e-266
Viruses,U,40,1.894740556066037e-273
Viruses,U,41,2.8806367581664496e-280
Viruses,U,42,4.3795273743063856e-287
Viruses,U,43,6.658340371420999e-294
Viruses,U,44,1.0122895169416797e-300
Viruses,U,45,1.5390172459617363e-307
Viruses,U,46,2.3398188403e-314
Viruses,U,47,3.557e-321
Viruses,U,48,0.0
Viruses,U,49,0.0
Viruses,U,50,0.0
