kingdom,aa,n,expected_frequency
Eukaryota,T,25,1.1031205563314892e-32
Eukaryota,T,26,5.837364967712434e-34
Eukaryota,T,27,3.0889488524803495e-35
Eukaryota,T,28,1.6345740014571784e-36
Eukaryota,T,29,8.64964845272306e-38
Eukaryota,T,30,4.577120294890143e-39
Eukaryota,T,31,2.422067244513249e-40
Eukaryota,T,32,1.2816813539930796e-41
Eukaryota,T,33,6.782252214073688e-43
Eukaryota,T,34,3.5889532879602e-44
Eukaryota,T,35,1.8991605290691104e-45
Eukaryota,T,36,1.0049756644294508e-46
Eukaryota,T,37,5.3180132518363995e-48
Eukaryota,T,38,2.814124356211504e-49
Eukaryota,T,39,1.4891455732059606e-50
Eukaryota,T,40,7.880087222528707e-52
Eukaryota,T,41,4.169892840024703e-53
Eukaryota,T,42,2.2065753596708927e-54
Eukaryota,T,43,1.1676498664838313e-55
Eukaryota,T,44,6.17883366060545e-57
Eukaryota,T,45,3.269643281028853e-58
Eukaryota,T,46,1.730191776052695e-59
Eukaryota,T,47,9.155627463367808e-61
Eukaryota,T,48,4.844868378649711e-62
Eukaryota,T,49,2.5637510591552247e-63
Eukaryota,T,50,1.3566559459663616e-64
Eukaryota,U,1,2.737003759276804e-06
Eukaryota,U,2,7.49123058551626e-12
Eukaryota,U,3,2.050363851169954e-17
Eukaryota,U,4,5.611884288160337e-23
Eukaryota,U,5,1.535983247350491e-28
Eukaryota,U,6,4.204014935088329e-34
Eukaryota,U,7,1.1506467668141707e-39
Eukaryota,U,8,3.149341765961367e-45
Eukaryota,U,9,8.619807437768153e-51
Eukaryota,U,10,2.3592574507874045e-56
Eukaryota,U,11,6.457331859535203e-62
Eukaryota,U,12,1.7673838321566778e-67
Eukaryota,U,13,4.837362672566224e-73
Eukaryota,U,14,1.3239952295695005e-78
Eukaryota,U,15,3.6237997573848363e-84
Eukaryota,U,16,9.918407852490725e-90
Eukaryota,U,17,2.714686818107831e-95
Eukaryota,U,18,7.430148699277145e-101
Eukaryota,U,19,2.033645624427862e-106
Eukaryota,U,20,5.566126188237576e-112
Eukaryota,U,21,1.5234591696427179e-117
Eukaryota,U,22,4.169736299678401e-123
Eukaryota,U,23,1.1412646400581423e-128
Eukaryota,U,24,3.12366270919218e-134
Eukaryota,U,25,8.549523378119153e-140
Eukaryota,U,26,2.3400205719364977e-145
Eukaryota,U,27,6.404680161586546e-151
Eukaryota,U,28,1.7529729637493737e-156
Eukaryota,U,29,4.797919855649827e-162
Eukaryota,U,30,1.313199656656546e-167
Eukaryota,U,31,3.594252071993616e-173
Eukaryota,U,32,9.837535283798164e-179
Eukaryota,U,33,2.69255184448693e-184
Eukaryota,U,34,7.369564861627502e-190
Eukaryota,U,35,2.017063714518141e-195
Eukaryota,U,36,5.520741190039839e-201
Eukaryota,U,37,1.511037210576344e-206
Eukaryota,U,38,4.1357371649038693e-212
Eukaryota,U,39,1.1319590131498562e-217
Eukaryota,U,40,3.098193033940007e-223
Eukaryota,U,41,8.47981239960641e-229
Eukaryota,U,42,2.3209405464666416e-234
Eukaryota,U,43,6.352457774281539e-240
Eukaryota,U,44,1.738679598469842e-245
Eukaryota,U,45,4.758798646996362e-251
Eukaryota,U,46,1.302492108527908e-256
Eukaryota,U,47,3.564945312086814e-262
Eukaryota,U,48,9.757322132671826e-268
Eukaryota,U,49,2.6705973546897724e-273
Eukaryota,U,50,7.309475011586035e-279
Eukaryota,E,1,0.05392302909243946
Eukaryota,E,2,0.0032990121592399615
Eukaryota,E,3,0.00020183363972665035
Eukaryota,E,4,1.2348186717411914e-05
Eukaryota,E,5,7.554623471814381e-07
Eukaryota,E,6,4.621920376407355e-08
Eukaryota,E,7,2.827691948586154e-09
Eukaryota,E,8,1.7299825840604754e-10
Eukaryota,E,9,1.0584037425466306e-11
Eukaryota,E,10,6.475316529530765e-13
Eukaryota,E,11,3.961600141050809e-14
Eukaryota,E,12,2.4237078768273084e-15
Eukaryota,E,13,1.4828250361068934e-16
Eukaryota,E,14,9.071926979020476e-18
Eukaryota,E,15,5.550207010852411e-19
Eukaryota,E,16,3.395617924896629e-20
Eukaryota,E,17,2.077439826899079e-21
Eukaryota,E,18,1.2709781635747071e-22
Eukaryota,E,19,7.775847325960647e-24
Eukaryota,E,20,4.757265181220033e-25
Eukaryota,E,21,2.9104959312781405e-26
Eukaryota,E,22,1.7806420797030637e-27
Eukaryota,E,23,1.0893972336243221e-28
Eukaryota,E,24,6.664934779179384e-30
Eukaryota,E,25,4.077608629767609e-31
Eukaryota,E,26,2.4946818968875865e-32
Eukaryota,E,27,1.5262469578924087e-33
Eukaryota,E,28,9.337582396305014e-35
Eukaryota,E,29,5.7127350562052136e-36
Eukaryota,E,30,3.4950526203988477e-37
Eukaryota,E,31,2.1382739964613629e-38
Eukaryota,E,32,1.3081965224950111e-39
Eukaryota,E,33,8.003549331377578e-41
Eukaryota,E,34,4.896573320469039e-42
Eukaryota,E,35,2.9957246828892038e-43
Eukaryota,E,36,1.8327850495276507e-44
Eukaryota,E,37,1.1212983145475216e-45
Eukaryota,E,38,6.860105665588823e-47
Eukaryota,E,39,4.197014222930893e-48
Eukaryota,E,40,2.567734266229012e-49
Eukaryota,E,41,1.5709404142458174e-50
Eukaryota,E,42,9.61101706499841e-52
Eukaryota,E,43,5.880022449357937e-53
Eukaryota,E,44,3.597399085978944e-54
Eukaryota,E,45,2.2008895876265323e-55
Eukaryota,E,46,1.3465047555614017e-56
Eukaryota,E,47,8.237919189325229e-58
Eukaryota,E,48,5.039960853428876e-59
Eukaryota,E,49,3.083449208510159e-60
Eukaryota,E,50,1.8864549344651175e-61
Eukaryota,Q,1,0.036395937322657015
Eukaryota,Q,2,0.0014356970798869632
Eukaryota,Q,3,5.6633411771286066e-05
Eukaryota,Q,4,2.233997250386945e-06
Eukaryota,Q,5,8.812366337545656e-08
Eukaryota,Q,6,3.4761815599216567e-09
Eukaryota,Q,7,1.3712364845813763e-10
Eukaryota,Q,8,5.409065850661343e-12
Eukaryota,Q,9,2.1336942026978572e-13
Eukaryota,Q,10,8.416704614660608e-15
Eukaryota,Q,11,3.3201063433024963e-16
Eukaryota,Q,12,1.3096700710675903e-17
Eukaryota,Q,13,5.166207096077679e-19
Eukaryota,Q,14,2.037894607899759e-20
Eukaryota,Q,15,8.038807495851241e-22
Eukaryota,Q,16,3.1710386643573077e-23
Eukaryota,Q,17,1.2508678950252917e-24
Eukaryota,Q,18,4.934252326822778e-26
Eukaryota,Q,19,1.9463962678699755e-27
Eukaryota,Q,20,7.677877377660582e-29
Eukaryota,Q,21,3.0286638954000574e-30
Eukaryota,Q,22,1.1947058464347036e-31
Eukaryota,Q,23,4.712711970691374e-33
Eukaryota,Q,24,1.8590060628711956e-34
Eukaryota,Q,25,7.33315246780267e-36
Eukaryota,Q,26,2.892681535044907e-37
Eukaryota,Q,27,1.1410653876254474e-38
Eukaryota,Q,28,4.501118436518797e-40
Eukaryota,Q,29,1.7755395439459028e-41
Eukaryota,Q,30,7.003905177295949e-43
Eukaryota,Q,31,2.762804573957019e-44
Eukaryota,Q,32,1.0898333030866058e-45
Eukaryota,Q,33,4.2990251272659854e-47
Eukaryota,Q,34,1.6958205436116718e-48
Eukaryota,Q,35,6.689440584787391e-50
Eukaryota,Q,36,2.6387588890801716e-51
Eukaryota,Q,37,1.0409014605099337e-52
Eukaryota,Q,38,4.106005497415473e-54
Eukaryota,Q,39,1.6196808040356469e-55
Eukaryota,Q,40,6.389094969826121e-57
Eukaryota,Q,41,2.52028266506263e-58
Eukaryota,Q,42,9.941665825618585e-60
Eukaryota,Q,43,3.921652152688845e-61
Eukaryota,Q,44,1.5469596219034176e-62
Eukaryota,Q,45,6.102234411990795e-64
Eukaryota,Q,46,2.4071258416601063e-65
Eukaryota,Q,47,9.495300289025698e-67
Eukaryota,Q,48,3.745575990185497e-68
Eukaryota,Q,49,1.4775035092327342e-69
Eukaryota,Q,50,5.828253452914013e-71
Eukaryota,Y,1,0.03227729763725767
Eukaryota,Y,2,0.001117921088923868
Eukaryota,Y,3,3.8719089036070474e-05
Eukaryota,Y,4,1.3410319123922066e-06
Eukaryota,Y,5,4.6446510876817155e-08
Eukaryota,Y,6,1.6086704221542513e-09
Eukaryota,Y,7,5.5716144835447617e-11
Eukaryota,Y,8,1.929723299796528e-12
Eukaryota,Y,9,6.683578027115099e-14
Eukaryota,Y,10,2.314850800073038e-15
Eukaryota,Y,11,8.017463407862304e-17
Eukaryota,Y,12,2.7768407145023296e-18
Eukaryota,Y,13,9.617561018309342e-20
Eukaryota,Y,14,3.331032977794731e-21
Eukaryota,Y,15,1.1537000574295858e-22
Eukaryota,Y,16,3.9958290157614026e-24
Eukaryota,Y,17,1.3839515236545997e-25
Eukaryota,Y,18,4.793302747116981e-27
Eukaryota,Y,19,1.6601557809515722e-28
Eukaryota,Y,20,5.749933526908228e-30
Eukaryota,Y,21,1.9914839283885086e-31
Eukaryota,Y,22,6.897485368256549e-33
Eukaryota,Y,23,2.3889374012578996e-34
Eukaryota,Y,24,8.274061636134199e-36
Eukaryota,Y,25,2.865713263248335e-37
Eukaryota,Y,26,9.925370233275627e-39
Eukaryota,Y,27,3.437642402364001e-40
Eukaryota,Y,28,1.1906241287516082e-41
Eukaryota,Y,29,4.123715180469847e-43
Eukaryota,Y,30,1.4282447733918807e-44
Eukaryota,Y,31,4.946711990154482e-46
Eukaryota,Y,32,1.7132889242384833e-47
Eukaryota,Y,33,5.9339596559503565e-49
Eukaryota,Y,34,2.055221200597986e-50
Eukaryota,Y,35,7.118238795492687e-52
Eukaryota,Y,36,2.465395137755219e-53
Eukaryota,Y,37,8.538872268679456e-55
Eukaryota,Y,38,2.957430170289492e-56
Eukaryota,Y,39,1.024303085574926e-57
Eukaryota,Y,40,3.547663852416884e-59
Eukaryota,Y,41,1.2287299518072934e-60
Eukaryota,Y,42,4.255694330903987e-62
Eukaryota,Y,43,1.4739556247855466e-63
Eukaryota,Y,44,5.10503108284909e-65
Eukaryota,Y,45,1.768122589216154e-66
Eukaryota,Y,46,6.123875525458483e-68
Eukaryota,Y,47,2.1209983787342926e-69
Eukaryota,Y,48,7.346057417221413e-71
Eukaryota,Y,49,2.54429989754717e-72
Eukaryota,Y,50,8.812158142792021e-74
Eukaryota,P,1,0.03952262084837004
Eukaryota,P,2,0.0017061661521288359
Eukaryota,P,3,7.365409672193261e-05
Eukaryota,P,4,3.1796000390436525e-06
Eukaryota,P,5,1.372612910651024e-07
Eukaryota,P,6,5.92548175666949e-09
Eukaryota,P,7,2.5579924082143306e-10
Eukaryota,P,8,1.1042688897180789e-11
Eukaryota,P,9,4.767057857104578e-13
Eukaryota,P,10,2.0579082526525016e-14
Eukaryota,P,11,8.883857723739741e-16
Eukaryota,P,12,3.8351043081694254e-17
Eukaryota,P,13,1.655589892579708e-18
Eukaryota,P,14,7.147075208810723e-20
Eukaryota,P,15,3.0853464538131418e-21
Eukaryota,P,16,1.3319242434054863e-22
Eukaryota,P,17,5.749831394068517e-24
Eukaryota,P,18,2.4821652750824708e-25
Eukaryota,P,19,1.0715348034693727e-26
Eukaryota,P,20,4.625746909653299e-28
Eukaryota,P,21,1.9969052244394646e-29
Eukaryota,P,22,8.620511569865591e-31
Eukaryota,P,23,3.721419465315206e-32
Eukaryota,P,24,1.606512876247186e-33
Eukaryota,P,25,6.935212882080745e-35
Eukaryota,P,26,2.993886848397613e-36
Eukaryota,P,27,1.2924417192971518e-37
Eukaryota,P,28,5.5793878739064945e-39
Eukaryota,P,29,2.4085859023820078e-40
Eukaryota,P,30,1.0397710609589667e-41
Eukaryota,P,31,4.488624873783997e-43
Eukaryota,P,32,1.937710522446201e-44
Eukaryota,P,33,8.364971844112754e-46
Eukaryota,P,34,3.6111046073313486e-47
Eukaryota,P,35,1.5588906607339352e-48
Eukaryota,P,36,6.729630837029086e-50
Eukaryota,P,37,2.9051384002371887e-51
Eukaryota,P,38,1.2541295843589846e-52
Eukaryota,P,39,5.413996848604615e-54
Eukaryota,P,40,2.3371876592547207e-55
Eukaryota,P,41,1.0089488980734136e-56
Eukaryota,P,42,4.355567576666766e-58
Eukaryota,P,43,1.8802705420597455e-59
Eukaryota,P,44,8.117007138810684e-61
Eukaryota,P,45,3.504059837013077e-62
Eukaryota,P,46,1.5126801210584082e-63
Eukaryota,P,47,6.53014290588081e-65
Eukaryota,P,48,2.8190207418993986e-66
Eukaryota,P,49,1.2169531444866798e-67
Eukaryota,P,50,5.253508545943393e-69
Eukaryota,O,1,0.0
Eukaryota,O,2,0.0
Eukaryota,O,3,0.0
Eukaryota,O,4,0.0
Eukaryota,O,5,0.0
Eukaryota,O,6,0.0
Eukaryota,O,7,0.0
Eukaryota,O,8,0.0
Eukaryota,O,9,0.0
Eukaryota,O,10,0.0
Eukaryota,O,11,0.0
Eukaryota,O,12,0.0
Eukaryota,O,13,0.0
Eukaryota,O,14,0.0
Eukaryota,O,15,0.0
Eukaryota,O,16,0.0
Eukaryota,O,17,0.0
Eukaryota,O,18,0.0
Eukaryota,O,19,0.0
Eukaryota,O,20,0.0
Eukaryota,O,21,0.0
Eukaryota,O,22,0.0
Eukaryota,O,23,0.0
Eukaryota,O,24,0.0
Eukaryota,O,25,0.0
Eukaryota,O,26,0.0
Eukaryota,O,27,0.0
Eukaryota,O,28,0.0
Eukaryota,O,29,0.0
Eukaryota,O,30,0.0
Eukaryota,O,31,0.0
Eukaryota,O,32,0.0
Eukaryota,O,33,0.0
Eukaryota,O,34,0.0
Eukaryota,O,35,0.0
Eukaryota,O,36,0.0
Eukaryota,O,37,0.0
Eukaryota,O,38,0.0
Eukaryota,O,39,0.0
Eukaryota,O,40,0.0
Eukaryota,O,41,0.0
Eukaryota,O,42,0.0
Eukaryota,O,43,0.0
Eukaryota,O,44,0.0
Eukaryota,O,45,0.0
Eukaryota,O,46,0.0
Eukaryota,O,47,0.0
Eukaryota,O,48,0.0
Eukaryota,O,49,0.0
Eukaryota,O,50,0.0
Eukaryota,Z,1,4.041843840587251e-06
Eukaryota,Z,2,1.6336633692738295e-11
Eukaryota,Z,3,6.603065604136144e-17
Eukaryota,Z,4,2.6688775786107277e-22
Eukaryota,Z,5,1.0787273603868621e-27
Eukaryota,Z,6,4.360082783013753e-33
Eukaryota,Z,7,1.7622916199988952e-38
Eukaryota,Z,8,7.122965109785473e-44
Eukaryota,Z,9,2.8790145387658926e-49
Eukaryota,Z,10,1.1636621247854214e-54
Eukaryota,Z,11,4.7033786124628917e-60
Eukaryota,Z,12,1.9010475550411675e-65
Eukaryota,Z,13,7.68379946481826e-71
Eukaryota,Z,14,3.105696859553986e-76
Eukaryota,Z,15,1.2552843196398575e-81
Eukaryota,Z,16,5.0737042100110005e-87
Eukaryota,Z,17,2.050728588569392e-92
Eukaryota,Z,18,8.28879171883513e-98
Eukaryota,Z,19,3.350227257823447e-103
Eukaryota,Z,20,1.354120487013587e-108
Eukaryota,Z,21,5.473187793657862e-114
Eukaryota,Z,22,2.212194920018579e-119
Eukaryota,Z,23,8.941418691729851e-125
Eukaryota,Z,24,3.614011021241497e-130
Eukaryota,Z,25,1.460738626828373e-135
Eukaryota,Z,26,5.904125148947236e-141
Eukaryota,Z,27,2.3863744775557907e-146
Eukaryota,Z,28,9.645430954567603e-152
Eukaryota,Z,29,3.8985640843184e-157
Eukaryota,Z,30,1.5757514610936027e-162
Eukaryota,Z,31,6.3689928225785065e-168
Eukaryota,Z,32,2.574268250775047e-173
Eukaryota,Z,33,1.0404874383679266e-178
Eukaryota,Z,34,4.2055217403062095e-184
Eukaryota,Z,35,1.6998199551481832e-189
Eukaryota,Z,36,6.870462354831608e-195
Eukaryota,Z,37,2.7769560432677286e-200
Eukaryota,Z,38,1.1224113411840628e-205
Eukaryota,Z,39,4.536648039038289e-211
Eukaryota,Z,40,1.8336571161512232e-216
Eukaryota,Z,41,7.411415632597288e-222
Eukaryota,Z,42,2.9956026781278235e-227
Eukaryota,Z,43,1.2107856110158307e-232
Eukaryota,Z,44,4.893845924717871e-238
Eukaryota,Z,45,1.9780320906509826e-243
Eukaryota,Z,46,7.994961451244827e-249
Eukaryota,Z,47,3.231464692054339e-254
Eukaryota,Z,48,1.3061181244805072e-259
Eukaryota,Z,49,5.279168171916361e-265
Eukaryota,Z,50,2.1337745847803424e-270
Eukaryota,A,1,0.05917793217318737
Eukaryota,A,2,0.0040329968148957
Eukaryota,A,3,0.0002748501461889254
Eukaryota,A,4,1.8731133776515846e-05
Eukaryota,A,5,1.276533330684726e-06
Eukaryota,A,6,8.699619381246809e-08
Eukaryota,A,7,5.928821093764072e-09
Eukaryota,A,8,4.0405123513373824e-10
Eukaryota,A,9,2.7536233263104093e-11
Eukaryota,A,10,1.8766039462027795e-12
Eukaryota,A,11,1.2789121653841108e-13
Eukaryota,A,12,8.715831223082894e-15
Eukaryota,A,13,5.939869520785344e-16
Eukaryota,A,14,4.04804189306858e-17
Eukaryota,A,15,2.7587547353854466e-18
Eukaryota,A,16,1.8801010194690413e-19
Eukaryota,A,17,1.2812954330696086e-20
Eukaryota,A,18,8.732073275874678e-22
Eukaryota,A,19,5.950938536678792e-23
Eukaryota,A,20,4.055585466188312e-24
Eukaryota,A,21,2.7638957069009393e-25
Eukaryota,A,22,1.883604609571983e-26
Eukaryota,A,23,1.2836831420021395e-27
Eukaryota,A,24,8.748345595920627e-29
Eukaryota,A,25,5.962028179812015e-30
Eukaryota,A,26,4.063143096844235e-31
Eukaryota,A,27,2.7690462586766075e-32
Eukaryota,A,28,1.887114728655805e-33
Eukaryota,A,29,1.2860753004580195e-34
Eukaryota,A,30,8.764648239624122e-36
Eukaryota,A,31,5.973138488624116e-37
Eukaryota,A,32,4.0707148112327305e-38
Eukaryota,A,33,2.7742064085653757e-39
Eukaryota,A,34,1.8906313888873395e-40
Eukaryota,A,35,1.2884719167289871e-41
Eukaryota,A,36,8.78098126349365e-43
Eukaryota,A,37,5.984269501625829e-44
Eukaryota,A,38,4.078300635598998e-45
Eukaryota,A,39,2.7793761744534404e-46
Eukaryota,A,40,1.8941546024560906e-47
Eukaryota,A,41,1.2908729991222326e-48
Eukaryota,A,42,8.797344724143002e-50
Eukaryota,A,43,5.99542125739965e-51
Eukaryota,A,44,4.0859005962371454e-52
Eukaryota,A,45,2.784555574260328e-53
Eukaryota,A,46,1.897684381574279e-54
Eukaryota,A,47,1.2932785559604266e-55
Eukaryota,A,48,8.813738678291475e-57
Eukaryota,A,49,6.006593794599977e-58
Eukaryota,A,50,4.093514719490279e-59
Eukaryota,R,1,0.0454603791613771
Eukaryota,R,2,0.002291918023972557
Eukaryota,R,3,0.0001155487113286793
Eukaryota,R,4,5.825472180971132e-06
Eukaryota,R,5,2.936954098495911e-07
Eukaryota,R,6,1.4806867338321042e-08
Eukaryota,R,7,7.464989680530537e-10
Eukaryota,R,8,3.7635287503525524e-11
Eukaryota,R,9,1.897410346282434e-12
Eukaryota,R,10,9.565932030789928e-14
Eukaryota,R,11,4.82273409107213e-15
Eukaryota,R,12,2.4314164096426974e-16
Eukaryota,R,13,1.2258162373131279e-17
Eukaryota,R,14,6.180041566312078e-19
Eukaryota,R,15,3.11571282862595e-20
Eukaryota,R,16,1.5708092455852752e-21
Eukaryota,R,17,7.919348867284216e-23
Eukaryota,R,18,3.992597233433529e-24
Eukaryota,R,19,2.0128968852823962e-25
Eukaryota,R,20,1.014816580257751e-26
Eukaryota,R,21,5.116271474688854e-28
Eukaryota,R,22,2.579405412953187e-29
Eukaryota,R,23,1.3004259678727907e-30
Eukaryota,R,24,6.556191940303475e-32
Eukaryota,R,25,3.3053517708825826e-33
Eukaryota,R,26,1.6664170952827394e-34
Eukaryota,R,27,8.401362783571665e-36
Eukaryota,R,28,4.23560804920855e-37
Eukaryota,R,29,2.1354125525446343e-38
Eukaryota,R,30,1.0765837434880813e-39
Eukaryota,R,31,5.427675112997093e-41
Eukaryota,R,32,2.736401818292378e-42
Eukaryota,R,33,1.3795768455675144e-43
Eukaryota,R,34,6.955236837306683e-45
Eukaryota,R,35,3.5065331531515945e-46
Eukaryota,R,36,1.7678441499215184e-47
Eukaryota,R,37,8.912714644100285e-49
Eukaryota,R,38,4.49340980259409e-50
Eukaryota,R,39,2.2653851783994664e-51
Eukaryota,R,40,1.1421103865374675e-52
Eukaryota,R,41,5.758032441787033e-54
Eukaryota,R,42,2.9029538643097073e-55
Eukaryota,R,43,1.463545268893146e-56
Eukaryota,R,44,7.378569740407667e-58
Eukaryota,R,45,3.7199595100487874e-59
Eukaryota,R,46,1.8754445974292374e-60
Eukaryota,R,47,9.455190113024604e-62
Eukaryota,R,48,4.76690274913927e-63
Eukaryota,R,49,2.403268633218692e-64
Eukaryota,R,50,1.2116253314493823e-65
Eukaryota,N,1,0.03934292800677567
Eukaryota,N,2,0.001689925187643251
Eukaryota,N,3,7.25885765121305e-05
Eukaryota,N,4,3.1179495273430704e-06
Eukaryota,N,5,1.3392753684092795e-07
Eukaryota,N,6,5.7526861698632414e-09
Eukaryota,N,7,2.470992818171696e-10
Eukaryota,N,8,1.061383382852128e-11
Eukaryota,N,9,4.55903666376561e-13
Eukaryota,N,10,1.9582759290715974e-14
Eukaryota,N,11,8.411523962638582e-16
Eukaryota,N,12,3.6130626089851825e-17
Eukaryota,N,13,1.5519448645013286e-18
Eukaryota,N,14,6.666180808664544e-20
Eukaryota,N,15,2.8633727647332558e-21
Eukaryota,N,16,1.2299251738205825e-22
Eukaryota,N,17,5.282986385248064e-24
Eukaryota,N,18,2.26923927900575e-25
Eukaryota,N,19,9.747227287508413e-27
Eukaryota,N,20,4.186796900324053e-28
Eukaryota,N,21,1.7983850963471203e-29
Eukaryota,N,22,7.724733326598954e-31
Eukaryota,N,23,3.3180604692661933e-32
Eukaryota,N,24,1.4252304658592357e-33
Eukaryota,N,25,6.121895304887444e-35
Eukaryota,N,26,2.6295818831944927e-36
Eukaryota,N,27,1.129503288777956e-37
Eukaryota,N,28,4.8516370131450964e-39
Eukaryota,N,29,2.0839586693710616e-40
Eukaryota,N,30,8.951378109862986e-42
Eukaryota,N,31,3.8449500579546815e-43
Eukaryota,N,32,1.6515491544119338e-44
Eukaryota,N,33,7.094018305376186e-46
Eukaryota,N,34,3.047144893179497e-47
Eukaryota,N,35,1.3088621427707909e-48
Eukaryota,N,36,5.622050046300939e-50
Eukaryota,N,37,2.414879740978765e-51
Eukaryota,N,38,1.037280727735007e-52
Eukaryota,N,39,4.455506789312731e-54
Eukaryota,N,40,1.913805994733886e-55
Eukaryota,N,41,8.220509043471412e-57
Eukaryota,N,42,3.53101459185218e-58
Eukaryota,N,43,1.5167021874119755e-59
Eukaryota,N,44,6.514800393655732e-61
Eukaryota,N,45,2.7983492422859126e-62
Eukaryota,N,46,1.2019951508303951e-63
Eukaryota,N,47,5.163016541279044e-65
Eukaryota,N,48,2.2177077658845203e-66
Eukaryota,N,49,9.525880259229437e-68
Eukaryota,N,50,4.091720113402092e-69
Eukaryota,W,1,0.013953445726651779
Eukaryota,W,2,0.00020041443927524915
Eukaryota,W,3,2.878568366327864e-06
Eukaryota,W,4,4.134510402338458e-08
Eukaryota,W,5,5.938429834428993e-10
Eukaryota,W,6,8.529413513747769e-12
Eukaryota,W,7,1.2250863766499042e-13
Eukaryota,W,8,1.7596012056797713e-15
Eukaryota,W,9,2.5273290618874558e-17
Eukaryota,W,10,3.630022624696567e-19
Eukaryota,W,11,5.2138300684787285e-21
Eukaryota,W,12,7.488665166445129e-23
Eukaryota,W,13,1.0756028723331887e-24
Eukaryota,W,14,1.544896871815403e-26
Eukaryota,W,15,2.218947537177727e-28
Eukaryota,W,16,3.187091813423924e-30
Eukaryota,W,17,4.5776450578516884e-32
Eukaryota,W,18,6.574907628143288e-34
Eukaryota,W,19,9.443591578702386e-36
Eukaryota,W,20,1.3563904916869972e-37
Eukaryota,W,21,1.9481943396282437e-39
Eukaryota,W,22,2.798206864631557e-41
Eukaryota,W,23,4.019086544910756e-43
Eukaryota,W,24,5.772645639481544e-45
Eukaryota,W,25,8.29129636962451e-47
Eukaryota,W,26,1.1908854238127603e-48
Eukaryota,W,27,1.7104781079173078e-50
Eukaryota,W,28,2.4567731699135977e-52
Eukaryota,W,29,3.5286826416951144e-54
Eukaryota,W,30,5.068274653226665e-56
Eukaryota,W,31,7.279602777823087e-58
Eukaryota,W,32,1.0455750768982576e-59
Eukaryota,W,33,1.5017677128774866e-61
Eukaryota,W,34,2.1570007867170455e-63
Eukaryota,W,35,3.0981172081421053e-65
Eukaryota,W,36,4.449850131948671e-67
Eukaryota,W,37,6.391354770169611e-69
Eukaryota,W,38,9.179953164013893e-71
Eukaryota,W,39,1.3185238986702712e-72
Eukaryota,W,40,1.8938062540228665e-74
Eukaryota,W,41,2.72008882917716e-76
Eukaryota,W,42,3.9068849957050763e-78
Eukaryota,W,43,5.611489671196809e-80
Eukaryota,W,44,8.059826783886601e-82
Eukaryota,W,45,1.1576392650189288e-83
Eukaryota,W,46,1.662726388354627e-85
Eukaryota,W,47,2.3881869992424768e-87
Eukaryota,W,48,3.43017178490485e-89
Eukaryota,W,49,4.926782734220341e-91
Eukaryota,W,50,7.076376820843387e-93
Eukaryota,I,1,0.05384072463938183
Eukaryota,I,2,0.0032881970541283638
Eukaryota,I,3,0.00020081898858526558
Eukaryota,I,4,1.2264552735906292e-05
Eukaryota,I,5,7.490290378987747e-07
Eukaryota,I,6,4.574520666970785e-08
Eukaryota,I,7,2.7937821197488537e-09
Eukaryota,I,8,1.7062374619889866e-10
Eukaryota,I,9,1.042044852429768e-11
Eukaryota,I,10,6.364046615232422e-13
Eukaryota,I,11,3.886693478348232e-14
Eukaryota,I,12,2.373707659286681e-15
Eukaryota,I,13,1.4496867538293244e-16
Eukaryota,I,14,8.853624733467602e-18
Eukaryota,I,15,5.40714542048564e-19
Eukaryota,I,16,3.3022883257926164e-20
Eukaryota,I,17,2.0167958023379307e-21
Eukaryota,I,18,1.231711136958831e-22
Eukaryota,I,19,7.52238934229104e-24
Eukaryota,I,20,4.594124362367049e-25
Eukaryota,I,21,2.805754620840504e-26
Eukaryota,I,22,1.7135493886177225e-27
Eukaryota,I,23,1.0465104415840094e-28
Eukaryota,I,24,6.391319162547255e-30
Eukaryota,I,25,3.903349552414816e-31
Eukaryota,I,26,2.3838799691963112e-32
Eukaryota,I,27,1.4558992555559563e-33
Eukaryota,I,28,8.891566143084767e-35
Eukaryota,I,29,5.4303172541056853e-36
Eukaryota,I,30,3.3164399843296294e-37
Eukaryota,I,31,2.0254385987014846e-38
Eukaryota,I,32,1.2369895238550729e-39
Eukaryota,I,33,7.554625862804134e-41
Eukaryota,I,34,4.613812067630394e-42
Eukaryota,I,35,2.8177784290048776e-43
Eukaryota,I,36,1.7208926498480104e-44
Eukaryota,I,37,1.0509951676174822e-45
Eukaryota,I,38,6.418708583901832e-47
Eukaryota,I,39,3.9200770045833417e-48
Eukaryota,I,40,2.3940958716218493e-49
Eukaryota,I,41,1.4621383803979623e-50
Eukaryota,I,42,8.929670147188043e-52
Eukaryota,I,43,5.453588388527089e-53
Eukaryota,I,44,3.330652288521894e-54
Eukaryota,I,45,2.034118432988707e-55
Eukaryota,I,46,1.2422905308019018e-56
Eukaryota,I,47,7.587000530016038e-58
Eukaryota,I,48,4.633584142777521e-59
Eukaryota,I,49,2.829853764113803e-60
Eukaryota,I,50,1.7282673799614563e-61
Viruses,X,1,3.268502449869753e-05
Viruses,X,2,1.0683806700016648e-09
Viruses,X,3,3.492233135938727e-14
Viruses,X,4,1.1415118803796246e-18
Viruses,X,5,3.731278303381545e-23
Viruses,X,6,1.2196489599964367e-27
Viruses,X,7,3.986686236382512e-32
Viruses,X,8,1.303134563194986e-36
Viruses,X,9,4.259576974721453e-41
Viruses,X,10,1.392334799185455e-45
